variant,seed,pipeline,lambda,lambda_role,F1_bp,F1_fm,ADD_bp,ADD_fm,n_detections,TP_bp,FP_bp,precision_bp,recall_bp,n_valid_drifts,e_pre_span,e_post,alarms_pre_change
abrupt_balanced,1658700540,pht_arf_c1,21.0,grid,0.05347593582887701,0.05347593582887701,94.0,94.0,182,5,177,0.027472527472527472,1.0,5,0.37284958094397885,0.361007923106897,36
abrupt_balanced,1737489325,pht_arf_c1,21.0,grid,0.05181347150259067,0.05181347150259067,93.4,93.4,188,5,183,0.026595744680851064,1.0,5,0.32774591971768857,0.36412521106637225,23
abrupt_balanced,1870843651,pht_arf_c1,21.0,grid,0.0505050505050505,0.0505050505050505,261.2,261.2,193,5,188,0.025906735751295335,1.0,5,0.37737097485663873,0.37119106377451616,37
abrupt_balanced,1944468667,pht_arf_c1,21.0,grid,0.05319148936170212,0.05319148936170212,48.0,48.0,183,5,178,0.0273224043715847,1.0,5,0.36380679311865904,0.3669307702299,32
abrupt_balanced,1337295874,pht_arf_c1,26.437890619,lambda_ref,0.06535947712418301,0.06535947712418301,194.6,194.6,148,5,143,0.033783783783783786,1.0,5,0.3537715041905602,0.3619690868944019,23
abrupt_balanced,1206282609,pht_arf_c1,29.837929398,lambda_ref,0.08064516129032258,0.08064516129032258,276.8,276.8,119,5,114,0.04201680672268908,1.0,5,0.32543008381120425,0.34809715547473696,19
abrupt_balanced,76953952,pht_arf_c1,30.0,grid,0.09615384615384615,0.09615384615384615,264.0,264.0,99,5,94,0.050505050505050504,1.0,5,0.33337009263343625,0.32783478373814784,19
abrupt_balanced,110020020,pht_arf_c1,30.0,grid,0.10416666666666666,0.10416666666666666,374.2,374.2,91,5,86,0.054945054945054944,1.0,5,0.30403617115130127,0.334484998051695,11
abrupt_balanced,168388230,pht_arf_c1,30.0,grid,0.0909090909090909,0.0909090909090909,343.2,343.2,105,5,100,0.047619047619047616,1.0,5,0.32134980149977943,0.3337576308611508,15
abrupt_balanced,176092387,pht_arf_c1,30.0,grid,0.07692307692307693,0.07692307692307693,118.6,118.6,125,5,120,0.04,1.0,5,0.3030436700485223,0.36002078191972986,15
abrupt_balanced,176623029,pht_arf_c1,30.0,grid,0.0813008130081301,0.0813008130081301,188.8,188.8,118,5,113,0.0423728813559322,1.0,5,0.326532862814292,0.34147291856085205,18
abrupt_balanced,232150720,pht_arf_c1,30.0,grid,0.0813008130081301,0.0813008130081301,77.2,77.2,118,5,113,0.0423728813559322,1.0,5,0.3313850904278782,0.35326665800753343,18
abrupt_balanced,233227757,pht_arf_c1,30.0,grid,0.09174311926605505,0.09174311926605505,288.4,288.4,104,5,99,0.04807692307692308,1.0,5,0.33987648875165416,0.34588907650344203,20
abrupt_balanced,398083709,pht_arf_c1,30.0,grid,0.07751937984496124,0.07751937984496124,152.2,152.2,124,5,119,0.04032258064516129,1.0,5,0.31892368769298635,0.34978568645278607,17
abrupt_balanced,536987301,pht_arf_c1,30.0,grid,0.07092198581560283,0.07092198581560283,78.4,78.4,136,5,131,0.03676470588235294,1.0,5,0.33734009704455226,0.3639693466683985,21
abrupt_balanced,569531098,pht_arf_c1,30.0,grid,0.08695652173913045,0.08695652173913045,110.0,110.0,110,5,105,0.045454545454545456,1.0,5,0.32851786501985003,0.36105987790622157,15
abrupt_balanced,570914454,pht_arf_c1,30.0,grid,0.08196721311475409,0.08196721311475409,120.8,120.8,117,5,112,0.042735042735042736,1.0,5,0.33392148213498013,0.34227821795038316,21
abrupt_balanced,592703045,pht_arf_c1,30.0,grid,0.08620689655172413,0.08620689655172413,112.0,112.0,111,5,106,0.04504504504504504,1.0,5,0.33943537715041905,0.3352902974412261,20
abrupt_balanced,609942288,pht_arf_c1,30.0,grid,0.08333333333333333,0.08333333333333333,279.8,279.8,115,5,110,0.043478260869565216,1.0,5,0.3361270401411557,0.34165476035848813,20
abrupt_balanced,612016888,pht_arf_c1,30.0,grid,0.08264462809917356,0.08264462809917356,209.8,209.8,116,5,111,0.04310344827586207,1.0,5,0.3392148213498015,0.3415248733601767,22
abrupt_balanced,829139639,pht_arf_c1,30.0,grid,0.10101010101010102,0.10101010101010102,205.6,205.6,94,5,89,0.05319148936170213,1.0,5,0.30712395235994705,0.32801662553578387,12
abrupt_balanced,877132087,pht_arf_c1,30.0,grid,0.0980392156862745,0.0980392156862745,116.8,116.8,97,5,92,0.05154639175257732,1.0,5,0.2898103220114689,0.3430055851409274,7
