variant,seed,pipeline,lambda,lambda_role,F1_bp,F1_fm,ADD_bp,ADD_fm,n_detections,TP_bp,FP_bp,precision_bp,recall_bp,n_valid_drifts,e_pre_span,e_post,alarms_pre_change
abrupt_balanced,1658700540,pht_arf_c1,95.0,grid,0.45454545454545453,0.45454545454545453,382.4,382.4,17,5,12,0.29411764705882354,1.0,5,0.2616894574327305,0.2801143005585141,1
abrupt_balanced,1737489325,pht_arf_c1,95.0,grid,0.5,0.5,469.6,469.6,15,5,10,0.3333333333333333,1.0,5,0.2544111160123511,0.27699701259903886,1
abrupt_balanced,1870843651,pht_arf_c1,95.0,grid,0.5263157894736842,0.5263157894736842,496.6,496.6,14,5,9,0.35714285714285715,1.0,5,0.26036612262902514,0.27645148720613066,1
abrupt_balanced,1944468667,pht_arf_c1,95.0,grid,0.5,0.5,379.4,379.4,15,5,10,0.3333333333333333,1.0,5,0.2627922364358183,0.28076373555007145,1
abrupt_balanced,1332204363,pht_arf_c1,103.151676387,lambda_eq_span,0.47619047619047616,0.47619047619047616,508.8,508.8,16,5,11,0.3125,1.0,5,0.2545213939126599,0.2808936225483829,1
abrupt_balanced,168388230,pht_arf_c1,121.890778273,lambda_eq_span,0.5882352941176471,0.5882352941176471,740.4,740.4,12,5,7,0.4166666666666667,1.0,5,0.2594838994265549,0.2711261202753604,2
abrupt_balanced,911875363,pht_arf_c1,121.981969446,lambda_eq_span,0.47058823529411764,0.47058823529411764,570.25,570.25,12,4,8,0.3333333333333333,0.8,5,0.2661005734450816,0.2712560072736719,1
abrupt_balanced,570914454,pht_arf_c1,125.344339073,lambda_eq_span,0.5000000000000001,0.5000000000000001,530.5,530.5,11,4,7,0.36363636363636365,0.8,5,0.2560652845169828,0.2754643460189635,1
abrupt_balanced,76953952,pht_arf_c1,135.0,grid,0.5000000000000001,0.5000000000000001,431.75,638.75,11,4,7,0.36363636363636365,0.8,5,0.2642258491398324,0.27325626704766853,1
abrupt_balanced,110020020,pht_arf_c1,135.0,grid,0.4615384615384615,0.4615384615384615,620.6666666666666,620.6666666666666,8,3,5,0.375,0.6,5,0.2616894574327305,0.2700610468892064,1
abrupt_balanced,168388230,pht_arf_c1,135.0,grid,0.47058823529411764,0.47058823529411764,286.25,493.25,12,4,8,0.3333333333333333,0.8,5,0.25540361711513015,0.2801143005585141,1
abrupt_balanced,176092387,pht_arf_c1,135.0,grid,0.42857142857142855,0.42857142857142855,306.3333333333333,306.3333333333333,9,3,6,0.3333333333333333,0.6,5,0.2574988972209969,0.2679568775165606,1
abrupt_balanced,176623029,pht_arf_c1,135.0,grid,0.5714285714285714,0.5714285714285714,410.0,617.0,9,4,5,0.4444444444444444,0.8,5,0.2627922364358183,0.26930770229899986,1
abrupt_balanced,232150720,pht_arf_c1,135.0,grid,0.47058823529411764,0.47058823529411764,456.0,456.0,12,4,8,0.3333333333333333,0.8,5,0.26268195853550946,0.27598389401220935,1
abrupt_balanced,233227757,pht_arf_c1,135.0,grid,0.2857142857142857,0.2857142857142857,515.5,515.5,9,2,7,0.2222222222222222,0.4,5,0.2657697397441553,0.2726847642550981,1
abrupt_balanced,398083709,pht_arf_c1,135.0,grid,0.6666666666666666,0.6666666666666666,846.8,846.8,10,5,5,0.5,1.0,5,0.2656594618438465,0.27195739706455385,1
abrupt_balanced,536987301,pht_arf_c1,135.0,grid,0.4,0.4,528.3333333333334,528.3333333333334,10,3,7,0.3,0.6,5,0.275363917071019,0.27221717106117677,1
abrupt_balanced,569531098,pht_arf_c1,135.0,grid,0.4615384615384615,0.4615384615384615,290.6666666666667,290.6666666666667,8,3,5,0.375,0.6,5,0.27492280546978387,0.271619690868944,1
abrupt_balanced,570914454,pht_arf_c1,135.0,grid,0.6666666666666666,0.6666666666666666,801.6,801.6,10,5,5,0.5,1.0,5,0.2560652845169828,0.2723470580594882,1
abrupt_balanced,592703045,pht_arf_c1,135.0,grid,0.42857142857142855,0.42857142857142855,442.3333333333333,442.3333333333333,9,3,6,0.3333333333333333,0.6,5,0.2674239082487869,0.2733601766463177,1
abrupt_balanced,609942288,pht_arf_c1,135.0,grid,0.3076923076923077,0.3076923076923077,470.5,470.5,8,2,6,0.25,0.4,5,0.24867666519629467,0.26946356669697363,1
abrupt_balanced,612016888,pht_arf_c1,135.0,grid,0.25000000000000006,0.25000000000000006,421.5,421.5,11,2,9,0.18181818181818182,0.4,5,0.25220555800617556,0.27897129497337314,1
abrupt_balanced,829139639,pht_arf_c1,135.0,grid,0.47058823529411764,0.47058823529411764,634.0,634.0,12,4,8,0.3333333333333333,0.8,5,0.26080723423026025,0.27520457202234055,1
abrupt_balanced,877132087,pht_arf_c1,135.0,grid,0.3076923076923077,0.3076923076923077,474.5,474.5,8,2,6,0.25,0.4,5,0.2604764005293339,0.2675672165216262,1
abrupt_balanced,911875363,pht_arf_c1,135.0,grid,0.5333333333333333,0.5333333333333333,658.0,658.0,10,4,6,0.4,0.8,5,0.2688575209528011,0.2737498376412521,1
abrupt_balanced,1129302214,pht_arf_c1,135.0,grid,0.6666666666666666,0.6666666666666666,711.6,711.6,10,5,5,0.5,1.0,5,0.26477723864137626,0.2755422782179504,1
abrupt_balanced,1206282609,pht_arf_c1,135.0,grid,0.625,0.625,552.0,552.0,11,5,6,0.45454545454545453,1.0,5,0.2556241729157477,0.2713599168723211,1
abrupt_balanced,1244265337,pht_arf_c1,135.0,grid,0.4,0.4,555.3333333333334,555.3333333333334,10,3,7,0.3,0.6,5,0.2696294662549625,0.2752565268216651,1
abrupt_balanced,1258460216,pht_arf_c1,135.0,grid,0.2857142857142857,0.2857142857142857,409.5,409.5,9,2,7,0.2222222222222222,0.4,5,0.257940008822232,0.27512663982335367,1
abrupt_balanced,1332204363,pht_arf_c1,135.0,grid,0.6666666666666666,0.6666666666666666,784.0,784.0,10,5,5,0.5,1.0,5,0.2545213939126599,0.27689310300038966,1
abrupt_balanced,1337295874,pht_arf_c1,135.0,grid,0.4,0.4,721.0,721.0,10,3,7,0.3,0.6,5,0.2669827966475518,0.2721911936615145,1
abrupt_balanced,1380564739,pht_arf_c1,135.0,grid,0.5,0.5,467.6666666666667,467.6666666666667,7,3,4,0.42857142857142855,0.6,5,0.24911777679752978,0.26860631250811795,1
abrupt_balanced,1395586264,pht_arf_c1,135.0,grid,0.42857142857142855,0.42857142857142855,890.6666666666666,890.6666666666666,9,3,6,0.3333333333333333,0.6,5,0.2562858403176004,0.27315235744901933,1
abrupt_balanced,1496786007,pht_arf_c1,135.0,grid,0.5000000000000001,0.5000000000000001,627.75,834.75,11,4,7,0.36363636363636365,0.8,5,0.27194530216144686,0.2749188206260553,1
abrupt_balanced,1658700540,pht_arf_c1,135.0,grid,0.6666666666666666,0.6666666666666666,844.6,844.6,10,5,5,0.5,1.0,5,0.2616894574327305,0.2788154305753994,1
abrupt_balanced,1737489325,pht_arf_c1,135.0,grid,0.6666666666666666,0.6666666666666666,601.0,601.0,10,5,5,0.5,1.0,5,0.2544111160123511,0.2712819846733342,1
abrupt_balanced,1870843651,pht_arf_c1,135.0,grid,0.4,0.4,746.3333333333334,746.3333333333334,10,3,7,0.3,0.6,5,0.26036612262902514,0.27413949863618653,1
abrupt_balanced,1944468667,pht_arf_c1,135.0,grid,0.42857142857142855,0.42857142857142855,300.0,300.0,9,3,6,0.3333333333333333,0.6,5,0.2627922364358183,0.2711261202753604,1
abrupt_balanced,76953952,pht_arf_c1,200.0,grid,0.5,0.5,868.3333333333334,868.3333333333334,7,3,4,0.42857142857142855,0.6,5,0.2642258491398324,0.27299649305104556,1
abrupt_balanced,110020020,pht_arf_c1,200.0,grid,0.4615384615384615,0.4615384615384615,931.3333333333334,931.3333333333334,8,3,5,0.375,0.6,5,0.2616894574327305,0.276919080400052,1
abrupt_balanced,168388230,pht_arf_c1,200.0,grid,0.4615384615384615,0.4615384615384615,788.6666666666666,788.6666666666666,8,3,5,0.375,0.6,5,0.25540361711513015,0.27351604104429145,1
abrupt_balanced,176092387,pht_arf_c1,200.0,grid,0.5,0.5,1197.0,1473.0,7,3,4,0.42857142857142855,0.6,5,0.2574988972209969,0.27029484348616706,1
abrupt_balanced,176623029,pht_arf_c1,200.0,grid,0.5,0.5,968.6666666666666,968.6666666666666,7,3,4,0.42857142857142855,0.6,5,0.2627922364358183,0.27000909208988183,1
abrupt_balanced,232150720,pht_arf_c1,200.0,grid,0.5,0.5,1419.6666666666667,1419.6666666666667,7,3,4,0.42857142857142855,0.6,5,0.26268195853550946,0.27299649305104556,1
abrupt_balanced,233227757,pht_arf_c1,200.0,grid,0.5,0.5,867.3333333333334,867.3333333333334,7,3,4,0.42857142857142855,0.6,5,0.2657697397441553,0.27468502402909467,1
abrupt_balanced,398083709,pht_arf_c1,200.0,grid,0.4615384615384615,0.4615384615384615,676.0,676.0,8,3,5,0.375,0.6,5,0.2656594618438465,0.2705805948824523,1
abrupt_balanced,536987301,pht_arf_c1,200.0,grid,0.5,0.5,734.3333333333334,734.3333333333334,7,3,4,0.42857142857142855,0.6,5,0.275363917071019,0.26868424470710484,1
abrupt_balanced,569531098,pht_arf_c1,200.0,grid,0.5,0.5,694.0,694.0,7,3,4,0.42857142857142855,0.6,5,0.27492280546978387,0.27351604104429145,1
abrupt_balanced,570914454,pht_arf_c1,200.0,grid,0.5,0.5,718.6666666666666,718.6666666666666,7,3,4,0.42857142857142855,0.6,5,0.2560652845169828,0.26941161189764906,1
abrupt_balanced,592703045,pht_arf_c1,200.0,grid,0.5,0.5,930.6666666666666,930.6666666666666,7,3,4,0.42857142857142855,0.6,5,0.2674239082487869,0.2669697363293934,1
abrupt_balanced,609942288,pht_arf_c1,200.0,grid,0.5,0.5,721.3333333333334,721.3333333333334,7,3,4,0.42857142857142855,0.6,5,0.24867666519629467,0.2692557474996753,1
abrupt_balanced,612016888,pht_arf_c1,200.0,grid,0.4615384615384615,0.4615384615384615,679.3333333333334,679.3333333333334,8,3,5,0.375,0.6,5,0.25220555800617556,0.27237303545915054,1
abrupt_balanced,829139639,pht_arf_c1,200.0,grid,0.6666666666666666,0.6666666666666666,1265.5,1265.5,7,4,3,0.5714285714285714,0.8,5,0.26080723423026025,0.26948954409663595,1
abrupt_balanced,877132087,pht_arf_c1,200.0,grid,0.4615384615384615,0.4615384615384615,821.0,821.0,8,3,5,0.375,0.6,5,0.2604764005293339,0.2707624366800883,1
abrupt_balanced,911875363,pht_arf_c1,200.0,grid,0.5,0.5,694.6666666666666,694.6666666666666,7,3,4,0.42857142857142855,0.6,5,0.2688575209528011,0.2748149110274062,1
abrupt_balanced,1129302214,pht_arf_c1,200.0,grid,0.4615384615384615,0.4615384615384615,848.6666666666666,848.6666666666666,8,3,5,0.375,0.6,5,0.26477723864137626,0.27442525003247176,1
abrupt_balanced,1206282609,pht_arf_c1,200.0,grid,0.4615384615384615,0.4615384615384615,643.3333333333334,643.3333333333334,8,3,5,0.375,0.6,5,0.2556241729157477,0.26850240290946875,1
abrupt_balanced,1244265337,pht_arf_c1,200.0,grid,0.5,0.5,660.0,660.0,7,3,4,0.42857142857142855,0.6,5,0.2696294662549625,0.2699831146902195,1
abrupt_balanced,1258460216,pht_arf_c1,200.0,grid,0.5,0.5,1363.0,1363.0,7,3,4,0.42857142857142855,0.6,5,0.257940008822232,0.27276269645408496,1
abrupt_balanced,1332204363,pht_arf_c1,200.0,grid,0.5,0.5,650.0,650.0,7,3,4,0.42857142857142855,0.6,5,0.2545213939126599,0.2655409793479673,1
abrupt_balanced,1337295874,pht_arf_c1,200.0,grid,0.4615384615384615,0.4615384615384615,1067.3333333333333,1067.3333333333333,8,3,5,0.375,0.6,5,0.2669827966475518,0.26676191713209507,1
abrupt_balanced,1380564739,pht_arf_c1,200.0,grid,0.4615384615384615,0.4615384615384615,766.6666666666666,766.6666666666666,8,3,5,0.375,0.6,5,0.24911777679752978,0.26891804130406544,1
abrupt_balanced,1395586264,pht_arf_c1,200.0,grid,0.5,0.5,893.3333333333334,893.3333333333334,7,3,4,0.42857142857142855,0.6,5,0.2562858403176004,0.2704507078841408,1
abrupt_balanced,1496786007,pht_arf_c1,200.0,grid,0.5,0.5,804.6666666666666,804.6666666666666,7,3,4,0.42857142857142855,0.6,5,0.27194530216144686,0.2725288998571243,1
abrupt_balanced,1658700540,pht_arf_c1,200.0,grid,0.4615384615384615,0.4615384615384615,670.0,670.0,8,3,5,0.375,0.6,5,0.2616894574327305,0.27148980387063254,1
abrupt_balanced,1737489325,pht_arf_c1,200.0,grid,0.5,0.5,571.0,571.0,7,3,4,0.42857142857142855,0.6,5,0.2544111160123511,0.27523054942200287,1
abrupt_balanced,1870843651,pht_arf_c1,200.0,grid,0.5,0.5,603.6666666666666,603.6666666666666,7,3,4,0.42857142857142855,0.6,5,0.26036612262902514,0.26426808676451485,1
abrupt_balanced,1944468667,pht_arf_c1,200.0,grid,0.4615384615384615,0.4615384615384615,601.3333333333334,601.3333333333334,8,3,5,0.375,0.6,5,0.2627922364358183,0.26928172489933755,1
abrupt_balanced,76953952,pht_ht,8.0,grid,0.017543859649122806,0.017543859649122806,30.8,30.8,565,5,560,0.008849557522123894,1.0,5,0.5326422584913983,0.5648525782569165,107
abrupt_balanced,110020020,pht_ht,8.0,grid,0.017543859649122806,0.017543859649122806,30.8,30.8,565,5,560,0.008849557522123894,1.0,5,0.5326422584913983,0.5648525782569165,107
abrupt_balanced,168388230,pht_ht,8.0,grid,0.017543859649122806,0.017543859649122806,30.8,30.8,565,5,560,0.008849557522123894,1.0,5,0.5326422584913983,0.5648525782569165,107
abrupt_balanced,176092387,pht_ht,8.0,grid,0.017543859649122806,0.017543859649122806,30.8,30.8,565,5,560,0.008849557522123894,1.0,5,0.5326422584913983,0.5648525782569165,107
abrupt_balanced,176623029,pht_ht,8.0,grid,0.017543859649122806,0.017543859649122806,30.8,30.8,565,5,560,0.008849557522123894,1.0,5,0.5326422584913983,0.5648525782569165,107
abrupt_balanced,232150720,pht_ht,8.0,grid,0.017543859649122806,0.017543859649122806,30.8,30.8,565,5,560,0.008849557522123894,1.0,5,0.5326422584913983,0.5648525782569165,107
abrupt_balanced,233227757,pht_ht,8.0,grid,0.017543859649122806,0.017543859649122806,30.8,30.8,565,5,560,0.008849557522123894,1.0,5,0.5326422584913983,0.5648525782569165,107
abrupt_balanced,398083709,pht_ht,8.0,grid,0.017543859649122806,0.017543859649122806,30.8,30.8,565,5,560,0.008849557522123894,1.0,5,0.5326422584913983,0.5648525782569165,107
abrupt_balanced,536987301,pht_ht,8.0,grid,0.017543859649122806,0.017543859649122806,30.8,30.8,565,5,560,0.008849557522123894,1.0,5,0.5326422584913983,0.5648525782569165,107
abrupt_balanced,569531098,pht_ht,8.0,grid,0.017543859649122806,0.017543859649122806,30.8,30.8,565,5,560,0.008849557522123894,1.0,5,0.5326422584913983,0.5648525782569165,107
abrupt_balanced,570914454,pht_ht,8.0,grid,0.017543859649122806,0.017543859649122806,30.8,30.8,565,5,560,0.008849557522123894,1.0,5,0.5326422584913983,0.5648525782569165,107
abrupt_balanced,592703045,pht_ht,8.0,grid,0.017543859649122806,0.017543859649122806,30.8,30.8,565,5,560,0.008849557522123894,1.0,5,0.5326422584913983,0.5648525782569165,107
abrupt_balanced,609942288,pht_ht,8.0,grid,0.017543859649122806,0.017543859649122806,30.8,30.8,565,5,560,0.008849557522123894,1.0,5,0.5326422584913983,0.5648525782569165,107
abrupt_balanced,612016888,pht_ht,8.0,grid,0.017543859649122806,0.017543859649122806,30.8,30.8,565,5,560,0.008849557522123894,1.0,5,0.5326422584913983,0.5648525782569165,107
abrupt_balanced,829139639,pht_ht,8.0,grid,0.017543859649122806,0.017543859649122806,30.8,30.8,565,5,560,0.008849557522123894,1.0,5,0.5326422584913983,0.5648525782569165,107
abrupt_balanced,877132087,pht_ht,8.0,grid,0.017543859649122806,0.017543859649122806,30.8,30.8,565,5,560,0.008849557522123894,1.0,5,0.5326422584913983,0.5648525782569165,107
abrupt_balanced,911875363,pht_ht,8.0,grid,0.017543859649122806,0.017543859649122806,30.8,30.8,565,5,560,0.008849557522123894,1.0,5,0.5326422584913983,0.5648525782569165,107
abrupt_balanced,1129302214,pht_ht,8.0,grid,0.017543859649122806,0.017543859649122806,30.8,30.8,565,5,560,0.008849557522123894,1.0,5,0.5326422584913983,0.5648525782569165,107
abrupt_balanced,1206282609,pht_ht,8.0,grid,0.017543859649122806,0.017543859649122806,30.8,30.8,565,5,560,0.008849557522123894,1.0,5,0.5326422584913983,0.5648525782569165,107
abrupt_balanced,1244265337,pht_ht,8.0,grid,0.017543859649122806,0.017543859649122806,30.8,30.8,565,5,560,0.008849557522123894,1.0,5,0.5326422584913983,0.5648525782569165,107
abrupt_balanced,1258460216,pht_ht,8.0,grid,0.017543859649122806,0.017543859649122806,30.8,30.8,565,5,560,0.008849557522123894,1.0,5,0.5326422584913983,0.5648525782569165,107
abrupt_balanced,1332204363,pht_ht,8.0,grid,0.017543859649122806,0.017543859649122806,30.8,30.8,565,5,560,0.008849557522123894,1.0,5,0.5326422584913983,0.5648525782569165,107
abrupt_balanced,1337295874,pht_ht,8.0,grid,0.017543859649122806,0.017543859649122806,30.8,30.8,565,5,560,0.008849557522123894,1.0,5,0.5326422584913983,0.5648525782569165,107
abrupt_balanced,1380564739,pht_ht,8.0,grid,0.017543859649122806,0.017543859649122806,30.8,30.8,565,5,560,0.008849557522123894,1.0,5,0.5326422584913983,0.5648525782569165,107
abrupt_balanced,1395586264,pht_ht,8.0,grid,0.017543859649122806,0.017543859649122806,30.8,30.8,565,5,560,0.008849557522123894,1.0,5,0.5326422584913983,0.5648525782569165,107
abrupt_balanced,1496786007,pht_ht,8.0,grid,0.017543859649122806,0.017543859649122806,30.8,30.8,565,5,560,0.008849557522123894,1.0,5,0.5326422584913983,0.5648525782569165,107
abrupt_balanced,1658700540,pht_ht,8.0,grid,0.017543859649122806,0.017543859649122806,30.8,30.8,565,5,560,0.008849557522123894,1.0,5,0.5326422584913983,0.5648525782569165,107
abrupt_balanced,1737489325,pht_ht,8.0,grid,0.017543859649122806,0.017543859649122806,30.8,30.8,565,5,560,0.008849557522123894,1.0,5,0.5326422584913983,0.5648525782569165,107
abrupt_balanced,1870843651,pht_ht,8.0,grid,0.017543859649122806,0.017543859649122806,30.8,30.8,565,5,560,0.008849557522123894,1.0,5,0.5326422584913983,0.5648525782569165,107
abrupt_balanced,1944468667,pht_ht,8.0,grid,0.017543859649122806,0.017543859649122806,30.8,30.8,565,5,560,0.008849557522123894,1.0,5,0.5326422584913983,0.5648525782569165,107
abrupt_balanced,76953952,pht_ht,15.0,grid,0.03322259136212625,0.03322259136212625,23.8,23.8,296,5,291,0.016891891891891893,1.0,5,0.44827966475518305,0.5066632030133784,61
abrupt_balanced,110020020,pht_ht,15.0,grid,0.03322259136212625,0.03322259136212625,23.8,23.8,296,5,291,0.016891891891891893,1.0,5,0.44827966475518305,0.5066632030133784,61
abrupt_balanced,168388230,pht_ht,15.0,grid,0.03322259136212625,0.03322259136212625,23.8,23.8,296,5,291,0.016891891891891893,1.0,5,0.44827966475518305,0.5066632030133784,61
abrupt_balanced,176092387,pht_ht,15.0,grid,0.03322259136212625,0.03322259136212625,23.8,23.8,296,5,291,0.016891891891891893,1.0,5,0.44827966475518305,0.5066632030133784,61
abrupt_balanced,176623029,pht_ht,15.0,grid,0.03322259136212625,0.03322259136212625,23.8,23.8,296,5,291,0.016891891891891893,1.0,5,0.44827966475518305,0.5066632030133784,61
abrupt_balanced,232150720,pht_ht,15.0,grid,0.03322259136212625,0.03322259136212625,23.8,23.8,296,5,291,0.016891891891891893,1.0,5,0.44827966475518305,0.5066632030133784,61
abrupt_balanced,233227757,pht_ht,15.0,grid,0.03322259136212625,0.03322259136212625,23.8,23.8,296,5,291,0.016891891891891893,1.0,5,0.44827966475518305,0.5066632030133784,61
abrupt_balanced,398083709,pht_ht,15.0,grid,0.03322259136212625,0.03322259136212625,23.8,23.8,296,5,291,0.016891891891891893,1.0,5,0.44827966475518305,0.5066632030133784,61
abrupt_balanced,536987301,pht_ht,15.0,grid,0.03322259136212625,0.03322259136212625,23.8,23.8,296,5,291,0.016891891891891893,1.0,5,0.44827966475518305,0.5066632030133784,61
abrupt_balanced,569531098,pht_ht,15.0,grid,0.03322259136212625,0.03322259136212625,23.8,23.8,296,5,291,0.016891891891891893,1.0,5,0.44827966475518305,0.5066632030133784,61
abrupt_balanced,570914454,pht_ht,15.0,grid,0.03322259136212625,0.03322259136212625,23.8,23.8,296,5,291,0.016891891891891893,1.0,5,0.44827966475518305,0.5066632030133784,61
abrupt_balanced,592703045,pht_ht,15.0,grid,0.03322259136212625,0.03322259136212625,23.8,23.8,296,5,291,0.016891891891891893,1.0,5,0.44827966475518305,0.5066632030133784,61
abrupt_balanced,609942288,pht_ht,15.0,grid,0.03322259136212625,0.03322259136212625,23.8,23.8,296,5,291,0.016891891891891893,1.0,5,0.44827966475518305,0.5066632030133784,61
abrupt_balanced,612016888,pht_ht,15.0,grid,0.03322259136212625,0.03322259136212625,23.8,23.8,296,5,291,0.016891891891891893,1.0,5,0.44827966475518305,0.5066632030133784,61
abrupt_balanced,829139639,pht_ht,15.0,grid,0.03322259136212625,0.03322259136212625,23.8,23.8,296,5,291,0.016891891891891893,1.0,5,0.44827966475518305,0.5066632030133784,61
abrupt_balanced,877132087,pht_ht,15.0,grid,0.03322259136212625,0.03322259136212625,23.8,23.8,296,5,291,0.016891891891891893,1.0,5,0.44827966475518305,0.5066632030133784,61
abrupt_balanced,911875363,pht_ht,15.0,grid,0.03322259136212625,0.03322259136212625,23.8,23.8,296,5,291,0.016891891891891893,1.0,5,0.44827966475518305,0.5066632030133784,61
abrupt_balanced,1129302214,pht_ht,15.0,grid,0.03322259136212625,0.03322259136212625,23.8,23.8,296,5,291,0.016891891891891893,1.0,5,0.44827966475518305,0.5066632030133784,61
abrupt_balanced,1206282609,pht_ht,15.0,grid,0.03322259136212625,0.03322259136212625,23.8,23.8,296,5,291,0.016891891891891893,1.0,5,0.44827966475518305,0.5066632030133784,61
abrupt_balanced,1244265337,pht_ht,15.0,grid,0.03322259136212625,0.03322259136212625,23.8,23.8,296,5,291,0.016891891891891893,1.0,5,0.44827966475518305,0.5066632030133784,61
abrupt_balanced,1258460216,pht_ht,15.0,grid,0.03322259136212625,0.03322259136212625,23.8,23.8,296,5,291,0.016891891891891893,1.0,5,0.44827966475518305,0.5066632030133784,61
abrupt_balanced,1332204363,pht_ht,15.0,grid,0.03322259136212625,0.03322259136212625,23.8,23.8,296,5,291,0.016891891891891893,1.0,5,0.44827966475518305,0.5066632030133784,61
abrupt_balanced,1337295874,pht_ht,15.0,grid,0.03322259136212625,0.03322259136212625,23.8,23.8,296,5,291,0.016891891891891893,1.0,5,0.44827966475518305,0.5066632030133784,61
abrupt_balanced,1380564739,pht_ht,15.0,grid,0.03322259136212625,0.03322259136212625,23.8,23.8,296,5,291,0.016891891891891893,1.0,5,0.44827966475518305,0.5066632030133784,61
abrupt_balanced,1395586264,pht_ht,15.0,grid,0.03322259136212625,0.03322259136212625,23.8,23.8,296,5,291,0.016891891891891893,1.0,5,0.44827966475518305,0.5066632030133784,61
abrupt_balanced,1496786007,pht_ht,15.0,grid,0.03322259136212625,0.03322259136212625,23.8,23.8,296,5,291,0.016891891891891893,1.0,5,0.44827966475518305,0.5066632030133784,61
abrupt_balanced,1658700540,pht_ht,15.0,grid,0.03322259136212625,0.03322259136212625,23.8,23.8,296,5,291,0.016891891891891893,1.0,5,0.44827966475518305,0.5066632030133784,61
abrupt_balanced,1737489325,pht_ht,15.0,grid,0.03322259136212625,0.03322259136212625,23.8,23.8,296,5,291,0.016891891891891893,1.0,5,0.44827966475518305,0.5066632030133784,61
abrupt_balanced,1870843651,pht_ht,15.0,grid,0.03322259136212625,0.03322259136212625,23.8,23.8,296,5,291,0.016891891891891893,1.0,5,0.44827966475518305,0.5066632030133784,61
abrupt_balanced,1944468667,pht_ht,15.0,grid,0.03322259136212625,0.03322259136212625,23.8,23.8,296,5,291,0.016891891891891893,1.0,5,0.44827966475518305,0.5066632030133784,61
abrupt_balanced,76953952,pht_ht,21.0,grid,0.05347593582887701,0.05347593582887701,53.8,53.8,182,5,177,0.027472527472527472,1.0,5,0.39247904719894133,0.4470190933887518,31
abrupt_balanced,110020020,pht_ht,21.0,grid,0.05347593582887701,0.05347593582887701,53.8,53.8,182,5,177,0.027472527472527472,1.0,5,0.39247904719894133,0.4470190933887518,31
abrupt_balanced,168388230,pht_ht,21.0,grid,0.05347593582887701,0.05347593582887701,53.8,53.8,182,5,177,0.027472527472527472,1.0,5,0.39247904719894133,0.4470190933887518,31
abrupt_balanced,176092387,pht_ht,21.0,grid,0.05347593582887701,0.05347593582887701,53.8,53.8,182,5,177,0.027472527472527472,1.0,5,0.39247904719894133,0.4470190933887518,31
abrupt_balanced,176623029,pht_ht,21.0,grid,0.05347593582887701,0.05347593582887701,53.8,53.8,182,5,177,0.027472527472527472,1.0,5,0.39247904719894133,0.4470190933887518,31
abrupt_balanced,232150720,pht_ht,21.0,grid,0.05347593582887701,0.05347593582887701,53.8,53.8,182,5,177,0.027472527472527472,1.0,5,0.39247904719894133,0.4470190933887518,31
abrupt_balanced,233227757,pht_ht,21.0,grid,0.05347593582887701,0.05347593582887701,53.8,53.8,182,5,177,0.027472527472527472,1.0,5,0.39247904719894133,0.4470190933887518,31
abrupt_balanced,398083709,pht_ht,21.0,grid,0.05347593582887701,0.05347593582887701,53.8,53.8,182,5,177,0.027472527472527472,1.0,5,0.39247904719894133,0.4470190933887518,31
abrupt_balanced,536987301,pht_ht,21.0,grid,0.05347593582887701,0.05347593582887701,53.8,53.8,182,5,177,0.027472527472527472,1.0,5,0.39247904719894133,0.4470190933887518,31
abrupt_balanced,569531098,pht_ht,21.0,grid,0.05347593582887701,0.05347593582887701,53.8,53.8,182,5,177,0.027472527472527472,1.0,5,0.39247904719894133,0.4470190933887518,31
abrupt_balanced,570914454,pht_ht,21.0,grid,0.05347593582887701,0.05347593582887701,53.8,53.8,182,5,177,0.027472527472527472,1.0,5,0.39247904719894133,0.4470190933887518,31
abrupt_balanced,592703045,pht_ht,21.0,grid,0.05347593582887701,0.05347593582887701,53.8,53.8,182,5,177,0.027472527472527472,1.0,5,0.39247904719894133,0.4470190933887518,31
abrupt_balanced,609942288,pht_ht,21.0,grid,0.05347593582887701,0.05347593582887701,53.8,53.8,182,5,177,0.027472527472527472,1.0,5,0.39247904719894133,0.4470190933887518,31
abrupt_balanced,612016888,pht_ht,21.0,grid,0.05347593582887701,0.05347593582887701,53.8,53.8,182,5,177,0.027472527472527472,1.0,5,0.39247904719894133,0.4470190933887518,31
abrupt_balanced,829139639,pht_ht,21.0,grid,0.05347593582887701,0.05347593582887701,53.8,53.8,182,5,177,0.027472527472527472,1.0,5,0.39247904719894133,0.4470190933887518,31
abrupt_balanced,877132087,pht_ht,21.0,grid,0.05347593582887701,0.05347593582887701,53.8,53.8,182,5,177,0.027472527472527472,1.0,5,0.39247904719894133,0.4470190933887518,31
abrupt_balanced,911875363,pht_ht,21.0,grid,0.05347593582887701,0.05347593582887701,53.8,53.8,182,5,177,0.027472527472527472,1.0,5,0.39247904719894133,0.4470190933887518,31
abrupt_balanced,1129302214,pht_ht,21.0,grid,0.05347593582887701,0.05347593582887701,53.8,53.8,182,5,177,0.027472527472527472,1.0,5,0.39247904719894133,0.4470190933887518,31
abrupt_balanced,1206282609,pht_ht,21.0,grid,0.05347593582887701,0.05347593582887701,53.8,53.8,182,5,177,0.027472527472527472,1.0,5,0.39247904719894133,0.4470190933887518,31
