Calibration,Detector,Clock,Dataset,w,Seed,lambda,lambda_role,ADD,F1,precision,recall,TP,FP,FN,n_detections
IID,PHT + ARF,1,SPY->VNQ,100,21,15.0,lambda_ref,,0.0,0.0,0.0,0,0,1,0
IID,PHT + ARF,1,SPY->VNQ,100,22,15.0,lambda_ref,,0.0,0.0,0.0,0,0,1,0
IID,PHT + ARF,1,SPY->VNQ,100,23,15.0,lambda_ref,,0.0,0.0,0.0,0,0,1,0
IID,PHT + ARF,1,SPY->VNQ,100,24,15.0,lambda_ref,,0.0,0.0,0.0,0,0,1,0
IID,PHT + ARF,1,SPY->VNQ,100,25,15.0,lambda_ref,,0.0,0.0,0.0,0,0,1,0
IID,PHT + ARF,1,SPY->VNQ,100,26,15.0,lambda_ref,,0.0,0.0,0.0,0,0,1,0
IID,PHT + ARF,1,SPY->VNQ,100,27,15.0,lambda_ref,,0.0,0.0,0.0,0,0,1,0
IID,PHT + ARF,1,SPY->VNQ,100,28,15.0,lambda_ref,,0.0,0.0,0.0,0,0,1,0
IID,PHT + ARF,1,SPY->VNQ,100,29,15.0,lambda_ref,,0.0,0.0,0.0,0,0,1,0
IID,PHT + ARF,1,SPY->VNQ,100,30,15.0,lambda_ref,,0.0,0.0,0.0,0,0,1,0
IID,PHT + ARF,1,SPY->VNQ,100,1,25.0,grid,,0.0,0.0,0.0,0,0,1,0
IID,PHT + ARF,1,SPY->VNQ,100,2,25.0,grid,,0.0,0.0,0.0,0,0,1,0
IID,PHT + ARF,1,SPY->VNQ,100,3,25.0,grid,,0.0,0.0,0.0,0,0,1,0
IID,PHT + ARF,1,SPY->VNQ,100,4,25.0,grid,,0.0,0.0,0.0,0,0,1,0
IID,PHT + ARF,1,SPY->VNQ,100,5,25.0,grid,,0.0,0.0,0.0,0,0,1,0
IID,PHT + ARF,1,SPY->VNQ,100,6,25.0,grid,,0.0,0.0,0.0,0,0,1,0
IID,PHT + ARF,1,SPY->VNQ,100,7,25.0,grid,,0.0,0.0,0.0,0,0,1,0
IID,PHT + ARF,1,SPY->VNQ,100,8,25.0,grid,,0.0,0.0,0.0,0,0,1,0
IID,PHT + ARF,1,SPY->VNQ,100,9,25.0,grid,,0.0,0.0,0.0,0,0,1,0
IID,PHT + ARF,1,SPY->VNQ,100,10,25.0,grid,,0.0,0.0,0.0,0,0,1,0
IID,PHT + ARF,1,SPY->VNQ,100,11,25.0,grid,,0.0,0.0,0.0,0,0,1,0
IID,PHT + ARF,1,SPY->VNQ,100,12,25.0,grid,,0.0,0.0,0.0,0,0,1,0
IID,PHT + ARF,1,SPY->VNQ,100,13,25.0,grid,,0.0,0.0,0.0,0,0,1,0
IID,PHT + ARF,1,SPY->VNQ,100,14,25.0,grid,,0.0,0.0,0.0,0,0,1,0
IID,PHT + ARF,1,SPY->VNQ,100,15,25.0,grid,,0.0,0.0,0.0,0,0,1,0
IID,PHT + ARF,1,SPY->VNQ,100,16,25.0,grid,,0.0,0.0,0.0,0,0,1,0
IID,PHT + ARF,1,SPY->VNQ,100,17,25.0,grid,,0.0,0.0,0.0,0,0,1,0
IID,PHT + ARF,1,SPY->VNQ,100,18,25.0,grid,,0.0,0.0,0.0,0,0,1,0
IID,PHT + ARF,1,SPY->VNQ,100,19,25.0,grid,,0.0,0.0,0.0,0,0,1,0
IID,PHT + ARF,1,SPY->VNQ,100,20,25.0,grid,,0.0,0.0,0.0,0,0,1,0
IID,PHT + ARF,1,SPY->VNQ,100,21,25.0,grid,,0.0,0.0,0.0,0,0,1,0
IID,PHT + ARF,1,SPY->VNQ,100,22,25.0,grid,,0.0,0.0,0.0,0,0,1,0
IID,PHT + ARF,1,SPY->VNQ,100,23,25.0,grid,,0.0,0.0,0.0,0,0,1,0
IID,PHT + ARF,1,SPY->VNQ,100,24,25.0,grid,,0.0,0.0,0.0,0,0,1,0
IID,PHT + ARF,1,SPY->VNQ,100,25,25.0,grid,,0.0,0.0,0.0,0,0,1,0
IID,PHT + ARF,1,SPY->VNQ,100,26,25.0,grid,,0.0,0.0,0.0,0,0,1,0
IID,PHT + ARF,1,SPY->VNQ,100,27,25.0,grid,,0.0,0.0,0.0,0,0,1,0
IID,PHT + ARF,1,SPY->VNQ,100,28,25.0,grid,,0.0,0.0,0.0,0,0,1,0
IID,PHT + ARF,1,SPY->VNQ,100,29,25.0,grid,,0.0,0.0,0.0,0,0,1,0
IID,PHT + ARF,1,SPY->VNQ,100,30,25.0,grid,,0.0,0.0,0.0,0,0,1,0
IID,PHT + ARF,1,SPY->VNQ,100,1,40.0,grid,,0.0,0.0,0.0,0,0,1,0
IID,PHT + ARF,1,SPY->VNQ,100,2,40.0,grid,,0.0,0.0,0.0,0,0,1,0
IID,PHT + ARF,1,SPY->VNQ,100,3,40.0,grid,,0.0,0.0,0.0,0,0,1,0
IID,PHT + ARF,1,SPY->VNQ,100,4,40.0,grid,,0.0,0.0,0.0,0,0,1,0
IID,PHT + ARF,1,SPY->VNQ,100,5,40.0,grid,,0.0,0.0,0.0,0,0,1,0
IID,PHT + ARF,1,SPY->VNQ,100,6,40.0,grid,,0.0,0.0,0.0,0,0,1,0
IID,PHT + ARF,1,SPY->VNQ,100,7,40.0,grid,,0.0,0.0,0.0,0,0,1,0
IID,PHT + ARF,1,SPY->VNQ,100,8,40.0,grid,,0.0,0.0,0.0,0,0,1,0
IID,PHT + ARF,1,SPY->VNQ,100,9,40.0,grid,,0.0,0.0,0.0,0,0,1,0
IID,PHT + ARF,1,SPY->VNQ,100,10,40.0,grid,,0.0,0.0,0.0,0,0,1,0
IID,PHT + ARF,1,SPY->VNQ,100,11,40.0,grid,,0.0,0.0,0.0,0,0,1,0
IID,PHT + ARF,1,SPY->VNQ,100,12,40.0,grid,,0.0,0.0,0.0,0,0,1,0
IID,PHT + ARF,1,SPY->VNQ,100,13,40.0,grid,,0.0,0.0,0.0,0,0,1,0
IID,PHT + ARF,1,SPY->VNQ,100,14,40.0,grid,,0.0,0.0,0.0,0,0,1,0
IID,PHT + ARF,1,SPY->VNQ,100,15,40.0,grid,,0.0,0.0,0.0,0,0,1,0
IID,PHT + ARF,1,SPY->VNQ,100,16,40.0,grid,,0.0,0.0,0.0,0,0,1,0
IID,PHT + ARF,1,SPY->VNQ,100,17,40.0,grid,,0.0,0.0,0.0,0,0,1,0
IID,PHT + ARF,1,SPY->VNQ,100,18,40.0,grid,,0.0,0.0,0.0,0,0,1,0
IID,PHT + ARF,1,SPY->VNQ,100,19,40.0,grid,,0.0,0.0,0.0,0,0,1,0
IID,PHT + ARF,1,SPY->VNQ,100,20,40.0,grid,,0.0,0.0,0.0,0,0,1,0
IID,PHT + ARF,1,SPY->VNQ,100,21,40.0,grid,,0.0,0.0,0.0,0,0,1,0
IID,PHT + ARF,1,SPY->VNQ,100,22,40.0,grid,,0.0,0.0,0.0,0,0,1,0
IID,PHT + ARF,1,SPY->VNQ,100,23,40.0,grid,,0.0,0.0,0.0,0,0,1,0
IID,PHT + ARF,1,SPY->VNQ,100,24,40.0,grid,,0.0,0.0,0.0,0,0,1,0
IID,PHT + ARF,1,SPY->VNQ,100,25,40.0,grid,,0.0,0.0,0.0,0,0,1,0
IID,PHT + ARF,1,SPY->VNQ,100,26,40.0,grid,,0.0,0.0,0.0,0,0,1,0
IID,PHT + ARF,1,SPY->VNQ,100,27,40.0,grid,,0.0,0.0,0.0,0,0,1,0
IID,PHT + ARF,1,SPY->VNQ,100,28,40.0,grid,,0.0,0.0,0.0,0,0,1,0
IID,PHT + ARF,1,SPY->VNQ,100,29,40.0,grid,,0.0,0.0,0.0,0,0,1,0
IID,PHT + ARF,1,SPY->VNQ,100,30,40.0,grid,,0.0,0.0,0.0,0,0,1,0
IID,PHT + ARF,1,SPY->VNQ,100,1,60.0,grid,,0.0,0.0,0.0,0,0,1,0
IID,PHT + ARF,1,SPY->VNQ,100,2,60.0,grid,,0.0,0.0,0.0,0,0,1,0
IID,PHT + ARF,1,SPY->VNQ,100,3,60.0,grid,,0.0,0.0,0.0,0,0,1,0
IID,PHT + ARF,1,SPY->VNQ,100,4,60.0,grid,,0.0,0.0,0.0,0,0,1,0
IID,PHT + ARF,1,SPY->VNQ,100,5,60.0,grid,,0.0,0.0,0.0,0,0,1,0
IID,PHT + ARF,1,SPY->VNQ,100,6,60.0,grid,,0.0,0.0,0.0,0,0,1,0
IID,PHT + ARF,1,SPY->VNQ,100,7,60.0,grid,,0.0,0.0,0.0,0,0,1,0
IID,PHT + ARF,1,SPY->VNQ,100,8,60.0,grid,,0.0,0.0,0.0,0,0,1,0
IID,PHT + ARF,1,SPY->VNQ,100,9,60.0,grid,,0.0,0.0,0.0,0,0,1,0
IID,PHT + ARF,1,SPY->VNQ,100,10,60.0,grid,,0.0,0.0,0.0,0,0,1,0
IID,PHT + ARF,1,SPY->VNQ,100,11,60.0,grid,,0.0,0.0,0.0,0,0,1,0
IID,PHT + ARF,1,SPY->VNQ,100,12,60.0,grid,,0.0,0.0,0.0,0,0,1,0
IID,PHT + ARF,1,SPY->VNQ,100,13,60.0,grid,,0.0,0.0,0.0,0,0,1,0
IID,PHT + ARF,1,SPY->VNQ,100,14,60.0,grid,,0.0,0.0,0.0,0,0,1,0
IID,PHT + ARF,1,SPY->VNQ,100,15,60.0,grid,,0.0,0.0,0.0,0,0,1,0
IID,PHT + ARF,1,SPY->VNQ,100,16,60.0,grid,,0.0,0.0,0.0,0,0,1,0
IID,PHT + ARF,1,SPY->VNQ,100,17,60.0,grid,,0.0,0.0,0.0,0,0,1,0
IID,PHT + ARF,1,SPY->VNQ,100,18,60.0,grid,,0.0,0.0,0.0,0,0,1,0
IID,PHT + ARF,1,SPY->VNQ,100,19,60.0,grid,,0.0,0.0,0.0,0,0,1,0
IID,PHT + ARF,1,SPY->VNQ,100,20,60.0,grid,,0.0,0.0,0.0,0,0,1,0
IID,PHT + ARF,1,SPY->VNQ,100,21,60.0,grid,,0.0,0.0,0.0,0,0,1,0
IID,PHT + ARF,1,SPY->VNQ,100,22,60.0,grid,,0.0,0.0,0.0,0,0,1,0
IID,PHT + ARF,1,SPY->VNQ,100,23,60.0,grid,,0.0,0.0,0.0,0,0,1,0
IID,PHT + ARF,1,SPY->VNQ,100,24,60.0,grid,,0.0,0.0,0.0,0,0,1,0
IID,PHT + ARF,1,SPY->VNQ,100,25,60.0,grid,,0.0,0.0,0.0,0,0,1,0
IID,PHT + ARF,1,SPY->VNQ,100,26,60.0,grid,,0.0,0.0,0.0,0,0,1,0
IID,PHT + ARF,1,SPY->VNQ,100,27,60.0,grid,,0.0,0.0,0.0,0,0,1,0
IID,PHT + ARF,1,SPY->VNQ,100,28,60.0,grid,,0.0,0.0,0.0,0,0,1,0
IID,PHT + ARF,1,SPY->VNQ,100,29,60.0,grid,,0.0,0.0,0.0,0,0,1,0
IID,PHT + ARF,1,SPY->VNQ,100,30,60.0,grid,,0.0,0.0,0.0,0,0,1,0
IID,PHT + ARF,1,SPY->VNQ,100,1,90.0,grid,,0.0,0.0,0.0,0,0,1,0
IID,PHT + ARF,1,SPY->VNQ,100,2,90.0,grid,,0.0,0.0,0.0,0,0,1,0
IID,PHT + ARF,1,SPY->VNQ,100,3,90.0,grid,,0.0,0.0,0.0,0,0,1,0
IID,PHT + ARF,1,SPY->VNQ,100,4,90.0,grid,,0.0,0.0,0.0,0,0,1,0
IID,PHT + ARF,1,SPY->VNQ,100,5,90.0,grid,,0.0,0.0,0.0,0,0,1,0
IID,PHT + ARF,1,SPY->VNQ,100,6,90.0,grid,,0.0,0.0,0.0,0,0,1,0
IID,PHT + ARF,1,SPY->VNQ,100,7,90.0,grid,,0.0,0.0,0.0,0,0,1,0
IID,PHT + ARF,1,SPY->VNQ,100,8,90.0,grid,,0.0,0.0,0.0,0,0,1,0
IID,PHT + ARF,1,SPY->VNQ,100,9,90.0,grid,,0.0,0.0,0.0,0,0,1,0
IID,PHT + ARF,1,SPY->VNQ,100,10,90.0,grid,,0.0,0.0,0.0,0,0,1,0
IID,PHT + ARF,1,SPY->VNQ,100,11,90.0,grid,,0.0,0.0,0.0,0,0,1,0
IID,PHT + ARF,1,SPY->VNQ,100,12,90.0,grid,,0.0,0.0,0.0,0,0,1,0
IID,PHT + ARF,1,SPY->VNQ,100,13,90.0,grid,,0.0,0.0,0.0,0,0,1,0
IID,PHT + ARF,1,SPY->VNQ,100,14,90.0,grid,,0.0,0.0,0.0,0,0,1,0
IID,PHT + ARF,1,SPY->VNQ,100,15,90.0,grid,,0.0,0.0,0.0,0,0,1,0
IID,PHT + ARF,1,SPY->VNQ,100,16,90.0,grid,,0.0,0.0,0.0,0,0,1,0
IID,PHT + ARF,1,SPY->VNQ,100,17,90.0,grid,,0.0,0.0,0.0,0,0,1,0
IID,PHT + ARF,1,SPY->VNQ,100,18,90.0,grid,,0.0,0.0,0.0,0,0,1,0
IID,PHT + ARF,1,SPY->VNQ,100,19,90.0,grid,,0.0,0.0,0.0,0,0,1,0
IID,PHT + ARF,1,SPY->VNQ,100,20,90.0,grid,,0.0,0.0,0.0,0,0,1,0
IID,PHT + ARF,1,SPY->VNQ,100,21,90.0,grid,,0.0,0.0,0.0,0,0,1,0
IID,PHT + ARF,1,SPY->VNQ,100,22,90.0,grid,,0.0,0.0,0.0,0,0,1,0
IID,PHT + ARF,1,SPY->VNQ,100,23,90.0,grid,,0.0,0.0,0.0,0,0,1,0
IID,PHT + ARF,1,SPY->VNQ,100,24,90.0,grid,,0.0,0.0,0.0,0,0,1,0
IID,PHT + ARF,1,SPY->VNQ,100,25,90.0,grid,,0.0,0.0,0.0,0,0,1,0
IID,PHT + ARF,1,SPY->VNQ,100,26,90.0,grid,,0.0,0.0,0.0,0,0,1,0
IID,PHT + ARF,1,SPY->VNQ,100,27,90.0,grid,,0.0,0.0,0.0,0,0,1,0
IID,PHT + ARF,1,SPY->VNQ,100,28,90.0,grid,,0.0,0.0,0.0,0,0,1,0
IID,PHT + ARF,1,SPY->VNQ,100,29,90.0,grid,,0.0,0.0,0.0,0,0,1,0
IID,PHT + ARF,1,SPY->VNQ,100,30,90.0,grid,,0.0,0.0,0.0,0,0,1,0
IID,PHT + ARF,1,SPY->VNQ,100,1,130.0,grid,,0.0,0.0,0.0,0,0,1,0
IID,PHT + ARF,1,SPY->VNQ,100,2,130.0,grid,,0.0,0.0,0.0,0,0,1,0
IID,PHT + ARF,1,SPY->VNQ,100,3,130.0,grid,,0.0,0.0,0.0,0,0,1,0
IID,PHT + ARF,1,SPY->VNQ,100,4,130.0,grid,,0.0,0.0,0.0,0,0,1,0
IID,PHT + ARF,1,SPY->VNQ,100,5,130.0,grid,,0.0,0.0,0.0,0,0,1,0
IID,PHT + ARF,1,SPY->VNQ,100,6,130.0,grid,,0.0,0.0,0.0,0,0,1,0
IID,PHT + ARF,1,SPY->VNQ,100,7,130.0,grid,,0.0,0.0,0.0,0,0,1,0
IID,PHT + ARF,1,SPY->VNQ,100,8,130.0,grid,,0.0,0.0,0.0,0,0,1,0
IID,PHT + ARF,1,SPY->VNQ,100,9,130.0,grid,,0.0,0.0,0.0,0,0,1,0
IID,PHT + ARF,1,SPY->VNQ,100,10,130.0,grid,,0.0,0.0,0.0,0,0,1,0
IID,PHT + ARF,1,SPY->VNQ,100,11,130.0,grid,,0.0,0.0,0.0,0,0,1,0
IID,PHT + ARF,1,SPY->VNQ,100,12,130.0,grid,,0.0,0.0,0.0,0,0,1,0
IID,PHT + ARF,1,SPY->VNQ,100,13,130.0,grid,,0.0,0.0,0.0,0,0,1,0
IID,PHT + ARF,1,SPY->VNQ,100,14,130.0,grid,,0.0,0.0,0.0,0,0,1,0
IID,PHT + ARF,1,SPY->VNQ,100,15,130.0,grid,,0.0,0.0,0.0,0,0,1,0
IID,PHT + ARF,1,SPY->VNQ,100,16,130.0,grid,,0.0,0.0,0.0,0,0,1,0
IID,PHT + ARF,1,SPY->VNQ,100,17,130.0,grid,,0.0,0.0,0.0,0,0,1,0
IID,PHT + ARF,1,SPY->VNQ,100,18,130.0,grid,,0.0,0.0,0.0,0,0,1,0
IID,PHT + ARF,1,SPY->VNQ,100,19,130.0,grid,,0.0,0.0,0.0,0,0,1,0
IID,PHT + ARF,1,SPY->VNQ,100,20,130.0,grid,,0.0,0.0,0.0,0,0,1,0
IID,PHT + ARF,1,SPY->VNQ,100,21,130.0,grid,,0.0,0.0,0.0,0,0,1,0
IID,PHT + ARF,1,SPY->VNQ,100,22,130.0,grid,,0.0,0.0,0.0,0,0,1,0
IID,PHT + ARF,1,SPY->VNQ,100,23,130.0,grid,,0.0,0.0,0.0,0,0,1,0
IID,PHT + ARF,1,SPY->VNQ,100,24,130.0,grid,,0.0,0.0,0.0,0,0,1,0
IID,PHT + ARF,1,SPY->VNQ,100,25,130.0,grid,,0.0,0.0,0.0,0,0,1,0
IID,PHT + ARF,1,SPY->VNQ,100,26,130.0,grid,,0.0,0.0,0.0,0,0,1,0
IID,PHT + ARF,1,SPY->VNQ,100,27,130.0,grid,,0.0,0.0,0.0,0,0,1,0
IID,PHT + ARF,1,SPY->VNQ,100,28,130.0,grid,,0.0,0.0,0.0,0,0,1,0
IID,PHT + ARF,1,SPY->VNQ,100,29,130.0,grid,,0.0,0.0,0.0,0,0,1,0
IID,PHT + ARF,1,SPY->VNQ,100,30,130.0,grid,,0.0,0.0,0.0,0,0,1,0
IID,PHT + ARF,1,VNQ->BWX,1000,1,1.000014871,lambda_eq,2.0,0.014814814814814815,0.007462686567164179,1.0,1,133,0,134
IID,PHT + ARF,1,VNQ->BWX,1000,2,1.000014871,lambda_eq,2.0,0.014814814814814815,0.007462686567164179,1.0,1,133,0,134
IID,PHT + ARF,1,VNQ->BWX,1000,3,1.000014871,lambda_eq,2.0,0.014814814814814815,0.007462686567164179,1.0,1,133,0,134
IID,PHT + ARF,1,VNQ->BWX,1000,4,1.000014871,lambda_eq,2.0,0.014814814814814815,0.007462686567164179,1.0,1,133,0,134
IID,PHT + ARF,1,VNQ->BWX,1000,5,1.000014871,lambda_eq,2.0,0.014814814814814815,0.007462686567164179,1.0,1,133,0,134
IID,PHT + ARF,1,VNQ->BWX,1000,6,1.000014871,lambda_eq,2.0,0.014814814814814815,0.007462686567164179,1.0,1,133,0,134
IID,PHT + ARF,1,VNQ->BWX,1000,7,1.000014871,lambda_eq,2.0,0.014814814814814815,0.007462686567164179,1.0,1,133,0,134
IID,PHT + ARF,1,VNQ->BWX,1000,8,1.000014871,lambda_eq,2.0,0.014814814814814815,0.007462686567164179,1.0,1,133,0,134
IID,PHT + ARF,1,VNQ->BWX,1000,9,1.000014871,lambda_eq,2.0,0.014814814814814815,0.007462686567164179,1.0,1,133,0,134
IID,PHT + ARF,1,VNQ->BWX,1000,10,1.000014871,lambda_eq,2.0,0.014814814814814815,0.007462686567164179,1.0,1,133,0,134
IID,PHT + ARF,1,VNQ->BWX,1000,11,1.000014871,lambda_eq,2.0,0.014814814814814815,0.007462686567164179,1.0,1,133,0,134
IID,PHT + ARF,1,VNQ->BWX,1000,12,1.000014871,lambda_eq,2.0,0.014814814814814815,0.007462686567164179,1.0,1,133,0,134
IID,PHT + ARF,1,VNQ->BWX,1000,13,1.000014871,lambda_eq,2.0,0.014814814814814815,0.007462686567164179,1.0,1,133,0,134
IID,PHT + ARF,1,VNQ->BWX,1000,14,1.000014871,lambda_eq,2.0,0.014814814814814815,0.007462686567164179,1.0,1,133,0,134
IID,PHT + ARF,1,VNQ->BWX,1000,15,1.000014871,lambda_eq,2.0,0.014814814814814815,0.007462686567164179,1.0,1,133,0,134
IID,PHT + ARF,1,VNQ->BWX,1000,16,1.000014871,lambda_eq,2.0,0.014814814814814815,0.007462686567164179,1.0,1,133,0,134
IID,PHT + ARF,1,VNQ->BWX,1000,17,1.000014871,lambda_eq,2.0,0.014814814814814815,0.007462686567164179,1.0,1,133,0,134
IID,PHT + ARF,1,VNQ->BWX,1000,18,1.000014871,lambda_eq,2.0,0.014814814814814815,0.007462686567164179,1.0,1,133,0,134
IID,PHT + ARF,1,VNQ->BWX,1000,19,1.000014871,lambda_eq,2.0,0.014814814814814815,0.007462686567164179,1.0,1,133,0,134
IID,PHT + ARF,1,VNQ->BWX,1000,20,1.000014871,lambda_eq,2.0,0.014814814814814815,0.007462686567164179,1.0,1,133,0,134
IID,PHT + ARF,1,VNQ->BWX,1000,21,1.000014871,lambda_eq,2.0,0.014814814814814815,0.007462686567164179,1.0,1,133,0,134
IID,PHT + ARF,1,VNQ->BWX,1000,22,1.000014871,lambda_eq,2.0,0.014814814814814815,0.007462686567164179,1.0,1,133,0,134
IID,PHT + ARF,1,VNQ->BWX,1000,23,1.000014871,lambda_eq,2.0,0.014814814814814815,0.007462686567164179,1.0,1,133,0,134
IID,PHT + ARF,1,VNQ->BWX,1000,24,1.000014871,lambda_eq,2.0,0.014814814814814815,0.007462686567164179,1.0,1,133,0,134
IID,PHT + ARF,1,VNQ->BWX,1000,25,1.000014871,lambda_eq,2.0,0.014814814814814815,0.007462686567164179,1.0,1,133,0,134
IID,PHT + ARF,1,VNQ->BWX,1000,26,1.000014871,lambda_eq,2.0,0.014814814814814815,0.007462686567164179,1.0,1,133,0,134
IID,PHT + ARF,1,VNQ->BWX,1000,27,1.000014871,lambda_eq,2.0,0.014814814814814815,0.007462686567164179,1.0,1,133,0,134
IID,PHT + ARF,1,VNQ->BWX,1000,28,1.000014871,lambda_eq,2.0,0.014814814814814815,0.007462686567164179,1.0,1,133,0,134
IID,PHT + ARF,1,VNQ->BWX,1000,29,1.000014871,lambda_eq,2.0,0.014814814814814815,0.007462686567164179,1.0,1,133,0,134
IID,PHT + ARF,1,VNQ->BWX,1000,30,1.000014871,lambda_eq,2.0,0.014814814814814815,0.007462686567164179,1.0,1,133,0,134
IID,PHT + ARF,1,VNQ->BWX,1000,1,5.0,grid,6.0,1.0,1.0,1.0,1,0,0,1
IID,PHT + ARF,1,VNQ->BWX,1000,2,5.0,grid,6.0,1.0,1.0,1.0,1,0,0,1
IID,PHT + ARF,1,VNQ->BWX,1000,3,5.0,grid,6.0,1.0,1.0,1.0,1,0,0,1
IID,PHT + ARF,1,VNQ->BWX,1000,4,5.0,grid,6.0,1.0,1.0,1.0,1,0,0,1
IID,PHT + ARF,1,VNQ->BWX,1000,5,5.0,grid,6.0,1.0,1.0,1.0,1,0,0,1
IID,PHT + ARF,1,VNQ->BWX,1000,6,5.0,grid,6.0,1.0,1.0,1.0,1,0,0,1
IID,PHT + ARF,1,VNQ->BWX,1000,7,5.0,grid,6.0,1.0,1.0,1.0,1,0,0,1
IID,PHT + ARF,1,VNQ->BWX,1000,8,5.0,grid,6.0,1.0,1.0,1.0,1,0,0,1
IID,PHT + ARF,1,VNQ->BWX,1000,9,5.0,grid,6.0,1.0,1.0,1.0,1,0,0,1
IID,PHT + ARF,1,VNQ->BWX,1000,10,5.0,grid,6.0,1.0,1.0,1.0,1,0,0,1
IID,PHT + ARF,1,VNQ->BWX,1000,11,5.0,grid,6.0,1.0,1.0,1.0,1,0,0,1
IID,PHT + ARF,1,VNQ->BWX,1000,12,5.0,grid,6.0,1.0,1.0,1.0,1,0,0,1
IID,PHT + ARF,1,VNQ->BWX,1000,13,5.0,grid,6.0,1.0,1.0,1.0,1,0,0,1
IID,PHT + ARF,1,VNQ->BWX,1000,14,5.0,grid,6.0,1.0,1.0,1.0,1,0,0,1
IID,PHT + ARF,1,VNQ->BWX,1000,15,5.0,grid,6.0,1.0,1.0,1.0,1,0,0,1
IID,PHT + ARF,1,VNQ->BWX,1000,16,5.0,grid,6.0,1.0,1.0,1.0,1,0,0,1
IID,PHT + ARF,1,VNQ->BWX,1000,17,5.0,grid,6.0,1.0,1.0,1.0,1,0,0,1
IID,PHT + ARF,1,VNQ->BWX,1000,18,5.0,grid,6.0,1.0,1.0,1.0,1,0,0,1
IID,PHT + ARF,1,VNQ->BWX,1000,19,5.0,grid,6.0,1.0,1.0,1.0,1,0,0,1
IID,PHT + ARF,1,VNQ->BWX,1000,20,5.0,grid,6.0,1.0,1.0,1.0,1,0,0,1
IID,PHT + ARF,1,VNQ->BWX,1000,21,5.0,grid,6.0,1.0,1.0,1.0,1,0,0,1
IID,PHT + ARF,1,VNQ->BWX,1000,22,5.0,grid,6.0,1.0,1.0,1.0,1,0,0,1
IID,PHT + ARF,1,VNQ->BWX,1000,23,5.0,grid,6.0,1.0,1.0,1.0,1,0,0,1
IID,PHT + ARF,1,VNQ->BWX,1000,24,5.0,grid,6.0,1.0,1.0,1.0,1,0,0,1
IID,PHT + ARF,1,VNQ->BWX,1000,25,5.0,grid,6.0,1.0,1.0,1.0,1,0,0,1
IID,PHT + ARF,1,VNQ->BWX,1000,26,5.0,grid,6.0,1.0,1.0,1.0,1,0,0,1
IID,PHT + ARF,1,VNQ->BWX,1000,27,5.0,grid,6.0,1.0,1.0,1.0,1,0,0,1
IID,PHT + ARF,1,VNQ->BWX,1000,28,5.0,grid,6.0,1.0,1.0,1.0,1,0,0,1
IID,PHT + ARF,1,VNQ->BWX,1000,29,5.0,grid,6.0,1.0,1.0,1.0,1,0,0,1
IID,PHT + ARF,1,VNQ->BWX,1000,30,5.0,grid,6.0,1.0,1.0,1.0,1,0,0,1
IID,PHT + ARF,1,VNQ->BWX,1000,1,8.0,grid,9.0,1.0,1.0,1.0,1,0,0,1
IID,PHT + ARF,1,VNQ->BWX,1000,2,8.0,grid,9.0,1.0,1.0,1.0,1,0,0,1
IID,PHT + ARF,1,VNQ->BWX,1000,3,8.0,grid,9.0,1.0,1.0,1.0,1,0,0,1
IID,PHT + ARF,1,VNQ->BWX,1000,4,8.0,grid,9.0,1.0,1.0,1.0,1,0,0,1
IID,PHT + ARF,1,VNQ->BWX,1000,5,8.0,grid,9.0,1.0,1.0,1.0,1,0,0,1
IID,PHT + ARF,1,VNQ->BWX,1000,6,8.0,grid,9.0,1.0,1.0,1.0,1,0,0,1
IID,PHT + ARF,1,VNQ->BWX,1000,7,8.0,grid,9.0,1.0,1.0,1.0,1,0,0,1
IID,PHT + ARF,1,VNQ->BWX,1000,8,8.0,grid,9.0,1.0,1.0,1.0,1,0,0,1
IID,PHT + ARF,1,VNQ->BWX,1000,9,8.0,grid,9.0,1.0,1.0,1.0,1,0,0,1
IID,PHT + ARF,1,VNQ->BWX,1000,10,8.0,grid,9.0,1.0,1.0,1.0,1,0,0,1
IID,PHT + ARF,1,VNQ->BWX,1000,11,8.0,grid,9.0,1.0,1.0,1.0,1,0,0,1
IID,PHT + ARF,1,VNQ->BWX,1000,12,8.0,grid,9.0,1.0,1.0,1.0,1,0,0,1
IID,PHT + ARF,1,VNQ->BWX,1000,13,8.0,grid,9.0,1.0,1.0,1.0,1,0,0,1
IID,PHT + ARF,1,VNQ->BWX,1000,14,8.0,grid,9.0,1.0,1.0,1.0,1,0,0,1
IID,PHT + ARF,1,VNQ->BWX,1000,15,8.0,grid,9.0,1.0,1.0,1.0,1,0,0,1
IID,PHT + ARF,1,VNQ->BWX,1000,16,8.0,grid,9.0,1.0,1.0,1.0,1,0,0,1
IID,PHT + ARF,1,VNQ->BWX,1000,17,8.0,grid,9.0,1.0,1.0,1.0,1,0,0,1
IID,PHT + ARF,1,VNQ->BWX,1000,18,8.0,grid,9.0,1.0,1.0,1.0,1,0,0,1
IID,PHT + ARF,1,VNQ->BWX,1000,19,8.0,grid,9.0,1.0,1.0,1.0,1,0,0,1
IID,PHT + ARF,1,VNQ->BWX,1000,20,8.0,grid,9.0,1.0,1.0,1.0,1,0,0,1
IID,PHT + ARF,1,VNQ->BWX,1000,21,8.0,grid,9.0,1.0,1.0,1.0,1,0,0,1
IID,PHT + ARF,1,VNQ->BWX,1000,22,8.0,grid,9.0,1.0,1.0,1.0,1,0,0,1
