boundary_shift,seed,delta_e,tau_hat,tau_det,n_swaps_post,n_warnings_post
0.9210526315789473,61,0.10400000000000001,91.0,3933.0,2,2
0.9210526315789473,62,-0.008000000000000007,906.0,1631.0,1,1
0.9210526315789473,63,0.04000000000000001,1003.0,95.0,1,1
0.9210526315789473,64,0.062,1358.0,1240.0,1,1
0.9210526315789473,65,0.09599999999999999,1835.0,174.0,1,1
0.9210526315789473,66,0.07,2109.0,2109.0,1,1
0.9210526315789473,67,0.1,207.0,211.0,1,1
0.9210526315789473,68,0.13799999999999998,210.0,153.0,1,1
0.9210526315789473,69,0.09200000000000001,1549.0,1395.0,1,1
0.9210526315789473,70,0.0020000000000000018,794.0,97.0,1,1
0.9210526315789473,71,0.078,1637.0,1620.0,1,1
0.9210526315789473,72,0.106,180.0,143.0,1,1
0.9210526315789473,73,0.074,688.0,96.0,1,1
0.9210526315789473,74,0.046,1185.0,3306.0,2,2
0.9210526315789473,75,0.082,96.0,95.0,1,1
0.9210526315789473,76,0.118,46.0,44.0,1,1
0.9210526315789473,77,0.036000000000000004,1153.0,1893.0,1,1
0.9210526315789473,78,0.07200000000000001,53.0,51.0,1,1
0.9210526315789473,79,0.13,1360.0,3253.0,2,2
0.9210526315789473,80,0.07,420.0,13.0,1,1
0.9210526315789473,81,0.12,1381.0,270.0,1,1
0.9210526315789473,82,0.08399999999999999,1209.0,1122.0,1,1
0.9210526315789473,83,0.05399999999999999,1509.0,1536.0,1,1
0.9210526315789473,84,0.12,1918.0,1820.0,1,1
0.9210526315789473,85,0.138,135.0,114.0,1,1
0.9210526315789473,86,0.07400000000000001,1453.0,1453.0,1,1
0.9210526315789473,87,0.098,107.0,107.0,1,1
0.9210526315789473,88,0.057999999999999996,1069.0,1006.0,1,1
0.9210526315789473,89,0.106,1313.0,254.0,1,1
0.9210526315789473,90,0.10800000000000001,170.0,170.0,1,1
0.9210526315789473,91,0.114,94.0,95.0,1,1
0.9210526315789473,92,0.14800000000000002,267.0,209.0,1,1
0.9210526315789473,93,0.08600000000000001,2268.0,2251.0,1,1
0.9210526315789473,94,0.029999999999999985,1046.0,1142.0,1,1
0.9210526315789473,95,0.096,77.0,64.0,1,1
0.9210526315789473,96,0.076,908.0,243.0,1,1
0.9210526315789473,97,0.094,143.0,130.0,1,1
0.9210526315789473,98,0.01200000000000001,665.0,641.0,1,1
0.9210526315789473,99,0.114,1176.0,2069.0,1,1
0.9210526315789473,100,0.104,130.0,90.0,1,1
1.1263157894736844,1,0.16799999999999998,75.0,72.0,1,1
1.1263157894736844,2,0.11599999999999999,402.0,254.0,1,1
1.1263157894736844,3,0.11000000000000001,130.0,130.0,1,1
1.1263157894736844,4,0.10599999999999998,101.0,101.0,1,1
1.1263157894736844,5,0.016000000000000014,919.0,1811.0,2,2
1.1263157894736844,6,0.11199999999999999,52.0,51.0,1,1
1.1263157894736844,7,0.078,85.0,85.0,1,1
1.1263157894736844,8,0.07400000000000001,90.0,80.0,1,1
1.1263157894736844,9,0.088,1410.0,2157.0,1,1
1.1263157894736844,10,0.05400000000000002,1033.0,1227.0,1,1
1.1263157894736844,11,0.07200000000000001,598.0,15.0,1,1
1.1263157894736844,12,0.059999999999999984,455.0,1039.0,1,1
1.1263157894736844,13,0.05399999999999999,102.0,102.0,1,1
1.1263157894736844,14,0.010000000000000009,618.0,2071.0,1,1
1.1263157894736844,15,0.09600000000000002,161.0,159.0,1,1
1.1263157894736844,16,0.01999999999999999,646.0,114.0,1,1
1.1263157894736844,17,0.09,65.0,65.0,1,1
1.1263157894736844,18,-0.0040000000000000036,718.0,1672.0,1,1
1.1263157894736844,19,0.052000000000000005,701.0,25.0,1,1
1.1263157894736844,20,-0.022000000000000006,512.0,2132.0,2,2
1.1263157894736844,21,0.11000000000000001,174.0,165.0,1,1
1.1263157894736844,22,0.04999999999999999,1411.0,1397.0,1,1
1.1263157894736844,23,0.05800000000000001,1012.0,1724.0,1,1
1.1263157894736844,24,0.06199999999999999,63.0,63.0,1,1
1.1263157894736844,25,0.07200000000000001,1096.0,135.0,1,1
1.1263157894736844,26,0.04000000000000001,1189.0,3278.0,2,2
1.1263157894736844,27,0.11200000000000002,110.0,109.0,1,1
1.1263157894736844,28,0.138,69.0,57.0,1,1
1.1263157894736844,29,0.104,75.0,72.0,1,1
1.1263157894736844,30,-0.027999999999999997,704.0,3391.0,2,2
1.1263157894736844,31,0.08800000000000002,42.0,41.0,1,1
1.1263157894736844,32,0.12,59.0,32.0,2,2
1.1263157894736844,33,0.076,2118.0,9.0,1,1
1.1263157894736844,34,0.057999999999999996,125.0,79.0,1,1
1.1263157894736844,35,-0.02800000000000001,633.0,476.0,1,1
1.1263157894736844,36,0.07,657.0,1982.0,1,1
1.1263157894736844,37,0.041999999999999996,51.0,49.0,1,1
1.1263157894736844,38,0.1,131.0,130.0,1,1
1.1263157894736844,39,0.05600000000000001,1053.0,2250.0,2,2
1.1263157894736844,40,0.06399999999999999,1083.0,,2,2
1.1263157894736844,41,-0.018000000000000016,884.0,1261.0,1,1
1.1263157894736844,42,0.064,992.0,1632.0,1,1
1.1263157894736844,43,-0.0020000000000000018,620.0,629.0,1,1
1.1263157894736844,44,0.08399999999999999,1047.0,116.0,1,1
1.1263157894736844,45,0.08600000000000001,58.0,59.0,1,1
1.1263157894736844,46,0.0020000000000000018,745.0,1223.0,1,1
1.1263157894736844,47,0.096,170.0,113.0,1,1
1.1263157894736844,48,0.08600000000000001,113.0,113.0,1,1
1.1263157894736844,49,0.11000000000000001,88.0,78.0,1,1
1.1263157894736844,50,0.13,169.0,144.0,1,1
1.1263157894736844,51,0.07599999999999998,1552.0,14.0,1,1
1.1263157894736844,52,0.084,1203.0,2083.0,1,1
1.1263157894736844,53,0.03399999999999999,1239.0,1217.0,1,1
1.1263157894736844,54,0.108,82.0,69.0,1,1
1.1263157894736844,55,0.06400000000000002,441.0,1112.0,1,1
1.1263157894736844,56,0.072,850.0,134.0,1,1
1.1263157894736844,57,0.045999999999999985,808.0,787.0,1,1
1.1263157894736844,58,0.058,75.0,67.0,1,1
1.1263157894736844,59,0.03199999999999999,1205.0,1090.0,1,1
1.1263157894736844,60,0.066,1332.0,277.0,1,1
1.1263157894736844,61,0.08200000000000002,70.0,71.0,1,1
1.1263157894736844,62,-0.006000000000000005,564.0,1260.0,1,1
1.1263157894736844,63,0.04000000000000001,791.0,87.0,1,1
1.1263157894736844,64,0.07800000000000001,1367.0,1160.0,1,1
1.1263157894736844,65,0.108,141.0,97.0,1,1
1.1263157894736844,66,0.07,1427.0,1814.0,1,1
1.1263157894736844,67,0.10200000000000001,141.0,208.0,1,1
1.1263157894736844,68,0.122,120.0,83.0,1,1
1.1263157894736844,69,0.114,252.0,258.0,1,1
1.1263157894736844,70,0.0020000000000000018,533.0,16.0,1,1
1.1263157894736844,71,0.08800000000000001,1175.0,1178.0,1,1
1.1263157894736844,72,0.06799999999999999,104.0,90.0,1,1
1.1263157894736844,73,0.034,464.0,3223.0,1,1
1.1263157894736844,74,0.046,1440.0,1453.0,1,1
1.1263157894736844,75,0.11,95.0,78.0,1,1
1.1263157894736844,76,0.076,46.0,44.0,1,1
1.1263157894736844,77,0.03999999999999998,1326.0,2114.0,1,1
1.1263157894736844,78,0.1,53.0,51.0,1,1
1.1263157894736844,79,0.152,377.0,367.0,1,1
1.1263157894736844,80,0.06,645.0,13.0,1,1
1.1263157894736844,81,0.11399999999999999,319.0,263.0,1,1
1.1263157894736844,82,0.09,1106.0,1066.0,1,1
1.1263157894736844,83,0.062,1313.0,1752.0,1,1
1.1263157894736844,84,0.144,262.0,254.0,1,1
1.1263157894736844,85,0.08600000000000002,57.0,56.0,1,1
1.1263157894736844,86,0.07200000000000001,124.0,119.0,1,1
1.1263157894736844,87,0.066,48.0,48.0,1,1
1.1263157894736844,88,0.062,1119.0,210.0,1,1
1.1263157894736844,89,0.09200000000000001,71.0,64.0,1,1
1.1263157894736844,90,0.11000000000000001,51.0,51.0,1,1
1.1263157894736844,91,0.062,74.0,74.0,1,1
1.1263157894736844,92,0.12000000000000001,195.0,157.0,1,1
1.1263157894736844,93,0.11800000000000001,1580.0,342.0,1,1
1.1263157894736844,94,0.05,754.0,1687.0,1,1
1.1263157894736844,95,0.10999999999999999,62.0,58.0,1,1
1.1263157894736844,96,0.11400000000000002,1404.0,96.0,1,1
1.1263157894736844,97,0.07999999999999999,86.0,79.0,1,1
1.1263157894736844,98,0.032,613.0,1843.0,1,1
1.1263157894736844,99,0.102,1314.0,1193.0,1,1
1.1263157894736844,100,0.138,83.0,67.0,1,1
1.3315789473684212,1,0.076,69.0,65.0,1,1
1.3315789473684212,2,0.07,1127.0,2439.0,1,1
1.3315789473684212,3,0.04000000000000001,84.0,81.0,1,1
1.3315789473684212,4,0.086,99.0,99.0,1,1
1.3315789473684212,5,0.04200000000000001,920.0,1087.0,1,1
1.3315789473684212,6,0.12,43.0,43.0,1,1
1.3315789473684212,7,0.076,82.0,78.0,1,1
1.3315789473684212,8,0.08399999999999999,106.0,78.0,1,1
1.3315789473684212,9,0.11599999999999999,998.0,108.0,1,1
1.3315789473684212,10,0.05200000000000002,625.0,862.0,1,1
1.3315789473684212,11,0.07599999999999998,479.0,14.0,1,1
1.3315789473684212,12,0.048,431.0,1249.0,1,1
1.3315789473684212,13,0.07,61.0,61.0,1,1
1.3315789473684212,14,0.024000000000000007,720.0,3530.0,2,2
1.3315789473684212,15,0.076,96.0,96.0,1,1
1.3315789473684212,16,0.025999999999999995,704.0,107.0,1,1
1.3315789473684212,17,0.10400000000000001,59.0,59.0,1,1
1.3315789473684212,18,0.009999999999999995,2354.0,1556.0,1,1
1.3315789473684212,19,0.05600000000000001,325.0,23.0,1,1
1.3315789473684212,20,-0.0040000000000000036,364.0,1081.0,1,1
1.3315789473684212,21,0.05199999999999999,110.0,116.0,1,1
1.3315789473684212,22,0.055999999999999994,806.0,980.0,1,1
1.3315789473684212,23,0.036000000000000004,1335.0,986.0,1,1
1.3315789473684212,24,0.07,52.0,1877.0,1,1
1.3315789473684212,25,0.04000000000000001,96.0,79.0,1,1
1.3315789473684212,26,0.05199999999999999,921.0,1323.0,1,1
1.3315789473684212,27,0.092,105.0,101.0,1,1
1.3315789473684212,28,0.104,57.0,54.0,1,1
1.3315789473684212,29,0.082,67.0,66.0,1,1
1.3315789473684212,30,0.01200000000000001,831.0,87.0,1,1
1.3315789473684212,31,0.062000000000000006,41.0,40.0,1,1
1.3315789473684212,32,0.088,33.0,31.0,1,1
1.3315789473684212,33,0.03,505.0,9.0,1,1
1.3315789473684212,34,0.118,99.0,79.0,1,1
1.3315789473684212,35,-0.014000000000000012,608.0,516.0,1,1
1.3315789473684212,36,0.05399999999999999,504.0,1083.0,1,1
1.3315789473684212,37,0.054000000000000006,48.0,48.0,1,1
1.3315789473684212,38,0.11399999999999999,75.0,65.0,1,1
1.3315789473684212,39,0.054000000000000006,1146.0,3575.0,1,1
1.3315789473684212,40,0.06599999999999999,1314.0,2602.0,1,1
1.3315789473684212,41,0.0040000000000000036,860.0,1228.0,1,1
1.3315789473684212,42,0.06,1067.0,1503.0,1,1
1.3315789473684212,43,0.0,621.0,650.0,1,1
1.3315789473684212,44,0.07599999999999998,813.0,1258.0,1,1
1.3315789473684212,45,0.09199999999999998,55.0,59.0,1,1
1.3315789473684212,46,0.03,1094.0,1280.0,1,1
1.3315789473684212,47,0.057999999999999996,106.0,83.0,1,1
1.3315789473684212,48,0.06800000000000002,102.0,102.0,1,1
1.3315789473684212,49,0.08199999999999999,66.0,57.0,1,1
1.3315789473684212,50,0.11599999999999999,182.0,171.0,1,1
1.3315789473684212,51,0.07199999999999998,206.0,967.0,1,1
1.3315789473684212,52,0.106,1022.0,135.0,1,1
1.3315789473684212,53,0.055999999999999994,1120.0,1686.0,1,1
1.3315789473684212,54,0.116,161.0,134.0,1,1
1.3315789473684212,55,0.039999999999999994,429.0,690.0,1,1
1.3315789473684212,56,0.084,1041.0,123.0,1,1
1.3315789473684212,57,0.03999999999999998,800.0,799.0,1,1
1.3315789473684212,58,0.054,67.0,65.0,1,1
1.3315789473684212,59,0.061999999999999986,1416.0,2084.0,1,1
1.3315789473684212,60,0.034,109.0,79.0,1,1
1.3315789473684212,61,0.08000000000000002,45.0,45.0,1,1
1.3315789473684212,62,-0.006000000000000005,508.0,1161.0,1,1
1.3315789473684212,63,0.04600000000000001,89.0,69.0,1,1
1.3315789473684212,64,0.064,1440.0,1358.0,1,1
1.3315789473684212,65,0.048,74.0,64.0,1,1
1.3315789473684212,66,0.07,146.0,143.0,1,1
1.3315789473684212,67,0.088,102.0,125.0,1,1
1.3315789473684212,68,0.092,60.0,59.0,1,1
1.3315789473684212,69,0.104,147.0,164.0,1,1
1.3315789473684212,70,0.04200000000000001,348.0,16.0,1,1
1.3315789473684212,71,0.09000000000000001,1259.0,1260.0,1,1
1.3315789473684212,72,0.05600000000000001,90.0,84.0,1,1
1.3315789473684212,73,0.02600000000000001,493.0,1930.0,2,2
1.3315789473684212,74,0.05800000000000001,1090.0,1083.0,1,1
1.3315789473684212,75,0.06999999999999999,76.0,72.0,1,1
1.3315789473684212,76,0.096,46.0,44.0,1,1
1.3315789473684212,77,0.064,926.0,177.0,1,1
1.3315789473684212,78,0.10199999999999998,40.0,33.0,1,1
1.3315789473684212,79,0.11599999999999999,233.0,232.0,1,1
1.3315789473684212,80,0.025999999999999995,422.0,14.0,1,1
1.3315789473684212,81,0.064,62.0,62.0,1,1
1.3315789473684212,82,0.10999999999999999,1218.0,1188.0,1,1
1.3315789473684212,83,0.04000000000000001,146.0,121.0,1,1
1.3315789473684212,84,0.124,262.0,151.0,1,1
1.3315789473684212,85,0.094,50.0,48.0,1,1
1.3315789473684212,86,0.062,118.0,100.0,1,1
1.3315789473684212,87,0.09,46.0,43.0,1,1
1.3315789473684212,88,0.08200000000000002,1166.0,190.0,1,1
1.3315789473684212,89,0.09200000000000001,69.0,44.0,1,1
1.3315789473684212,90,0.08200000000000002,51.0,51.0,1,1
1.3315789473684212,91,0.132,51.0,51.0,1,1
1.3315789473684212,92,0.09999999999999999,137.0,111.0,1,1
1.3315789473684212,93,0.09999999999999999,1421.0,2687.0,2,2
1.3315789473684212,94,0.076,907.0,2203.0,1,1
1.3315789473684212,95,0.126,54.0,44.0,1,1
1.3315789473684212,96,0.096,856.0,111.0,1,1
1.3315789473684212,97,0.062,68.0,61.0,1,1
1.3315789473684212,98,0.038000000000000006,603.0,1391.0,1,1
1.3315789473684212,99,0.136,1480.0,1467.0,1,1
1.3315789473684212,100,0.08800000000000001,80.0,55.0,1,1
1.536842105263158,1,0.05,71.0,65.0,1,1
1.536842105263158,2,0.096,1289.0,71.0,1,1
1.536842105263158,3,0.04400000000000001,77.0,76.0,1,1
1.536842105263158,4,0.044,101.0,101.0,1,1
1.536842105263158,5,0.02400000000000002,521.0,522.0,1,1
1.536842105263158,6,0.074,33.0,33.0,1,1
1.536842105263158,7,0.07,48.0,47.0,1,1
1.536842105263158,8,0.05200000000000002,54.0,48.0,1,1
1.536842105263158,9,0.064,104.0,73.0,1,1
1.536842105263158,10,0.060000000000000026,626.0,747.0,1,1
1.536842105263158,11,0.07400000000000001,483.0,14.0,1,1
1.536842105263158,12,0.054000000000000006,632.0,1065.0,1,1
1.536842105263158,13,0.02800000000000001,55.0,55.0,1,1
1.536842105263158,14,0.024000000000000007,652.0,1488.0,1,1
1.536842105263158,15,0.06200000000000001,93.0,93.0,1,1
1.536842105263158,16,0.043999999999999984,628.0,64.0,1,1
1.536842105263158,17,0.10800000000000001,49.0,50.0,1,1
1.536842105263158,18,-0.006000000000000005,1425.0,799.0,1,1
1.536842105263158,19,-0.006000000000000005,498.0,25.0,1,1
1.536842105263158,20,0.015999999999999986,310.0,1072.0,1,1
1.536842105263158,21,0.04600000000000001,69.0,78.0,1,1
1.536842105263158,22,0.055999999999999994,804.0,801.0,1,1
1.536842105263158,23,0.0020000000000000018,1486.0,568.0,1,1
1.536842105263158,24,0.054,38.0,39.0,1,1
1.536842105263158,25,0.05399999999999999,81.0,74.0,1,1
1.536842105263158,26,0.04200000000000001,689.0,1306.0,1,1
1.536842105263158,27,0.064,94.0,94.0,1,1
1.536842105263158,28,0.09200000000000001,50.0,45.0,1,1
1.536842105263158,29,0.078,49.0,43.0,1,1
1.536842105263158,30,0.01200000000000001,630.0,76.0,1,1
1.536842105263158,31,0.054,41.0,40.0,1,1
1.536842105263158,32,0.07,33.0,31.0,1,1
1.536842105263158,33,0.01999999999999999,618.0,16.0,1,1
1.536842105263158,34,0.08199999999999999,79.0,63.0,1,1
1.536842105263158,35,-0.024000000000000007,458.0,438.0,1,1
1.536842105263158,36,0.07,682.0,1095.0,1,1
1.536842105263158,37,0.044,48.0,48.0,1,1
1.536842105263158,38,0.07,72.0,63.0,1,1
1.536842105263158,39,0.04200000000000001,1404.0,2463.0,1,1
1.536842105263158,40,0.05600000000000001,1308.0,2265.0,1,1
1.536842105263158,41,-0.02200000000000002,569.0,765.0,1,1
1.536842105263158,42,0.04600000000000001,926.0,1007.0,1,1
1.536842105263158,43,0.011999999999999997,627.0,1418.0,1,1
1.536842105263158,44,0.05399999999999999,532.0,88.0,1,1
1.536842105263158,45,0.084,42.0,61.0,1,1
1.536842105263158,46,0.032,711.0,954.0,1,1
1.536842105263158,47,0.057999999999999996,96.0,66.0,1,1
1.536842105263158,48,0.06999999999999999,86.0,1430.0,1,1
1.536842105263158,49,0.052000000000000005,63.0,56.0,1,1
1.536842105263158,50,0.098,174.0,171.0,1,1
1.536842105263158,51,0.08199999999999999,105.0,111.0,1,1
1.536842105263158,52,0.09400000000000001,978.0,135.0,1,1
1.536842105263158,53,0.017999999999999988,1639.0,1630.0,1,1
1.536842105263158,54,0.11800000000000001,159.0,120.0,1,1
1.536842105263158,55,0.05,362.0,882.0,1,1
1.536842105263158,56,0.08,203.0,113.0,1,1
1.536842105263158,57,0.057999999999999996,913.0,913.0,1,1
1.536842105263158,58,0.094,78.0,65.0,1,1
1.536842105263158,59,0.06999999999999999,1001.0,102.0,1,1
1.536842105263158,60,0.013999999999999999,79.0,55.0,1,1
1.536842105263158,61,0.07800000000000001,45.0,45.0,1,1
1.536842105263158,62,0.017999999999999988,535.0,74.0,1,1
1.536842105263158,63,-0.0020000000000000018,68.0,60.0,1,1
1.536842105263158,64,0.08400000000000002,1380.0,1341.0,1,1
1.536842105263158,65,0.054000000000000006,70.0,62.0,1,1
1.536842105263158,66,0.038000000000000006,115.0,91.0,1,1
1.536842105263158,67,0.03,65.0,75.0,1,1
1.536842105263158,68,0.10599999999999998,53.0,41.0,1,1
1.536842105263158,69,0.104,1005.0,974.0,1,1
1.536842105263158,70,0.038000000000000006,433.0,16.0,1,1
1.536842105263158,71,0.09999999999999999,1598.0,1575.0,1,1
1.536842105263158,72,0.06799999999999999,90.0,84.0,1,1
1.536842105263158,73,0.046,1205.0,3537.0,1,1
1.536842105263158,74,0.078,153.0,462.0,1,1
1.536842105263158,75,0.068,61.0,56.0,1,1
1.536842105263158,76,0.098,44.0,42.0,1,1
1.536842105263158,77,0.015999999999999986,137.0,107.0,1,1
1.536842105263158,78,0.11399999999999999,35.0,20.0,1,1
1.536842105263158,79,0.05399999999999999,75.0,75.0,1,1
1.536842105263158,80,0.036000000000000004,845.0,13.0,1,1
1.536842105263158,81,0.064,46.0,46.0,1,1
1.536842105263158,82,0.124,1092.0,1061.0,1,1
1.536842105263158,83,0.027999999999999997,118.0,86.0,1,1
1.536842105263158,84,0.055999999999999994,100.0,107.0,1,1
1.536842105263158,85,0.094,42.0,33.0,1,1
1.536842105263158,86,0.066,86.0,79.0,1,1
1.536842105263158,87,0.07,47.0,47.0,1,1
1.536842105263158,88,0.032,62.0,37.0,1,1
1.536842105263158,89,0.05600000000000001,44.0,40.0,1,1
1.536842105263158,90,0.058,71.0,71.0,1,1
1.536842105263158,91,0.104,51.0,51.0,1,1
1.536842105263158,92,0.09000000000000001,104.0,94.0,1,1
1.536842105263158,93,0.072,159.0,159.0,1,1
1.536842105263158,94,0.03399999999999999,670.0,1400.0,1,1
1.536842105263158,95,0.076,44.0,38.0,1,1
1.536842105263158,96,0.08,1000.0,,2,2
1.536842105263158,97,0.05,57.0,57.0,1,1
1.536842105263158,98,0.04400000000000001,552.0,631.0,1,1
1.536842105263158,99,0.05600000000000001,89.0,86.0,1,1
1.536842105263158,100,0.076,62.0,32.0,1,1
1.7421052631578948,1,0.039999999999999994,71.0,65.0,1,1
1.7421052631578948,2,0.055999999999999994,88.0,52.0,1,1
1.7421052631578948,3,0.038000000000000006,47.0,64.0,1,1
1.7421052631578948,4,0.05199999999999999,93.0,93.0,1,1
1.7421052631578948,5,0.02200000000000002,550.0,550.0,1,1
1.7421052631578948,6,0.044,33.0,33.0,1,1
1.7421052631578948,7,0.102,37.0,36.0,1,1
1.7421052631578948,8,0.04200000000000001,49.0,46.0,1,1
1.7421052631578948,9,0.055999999999999994,104.0,73.0,1,1
1.7421052631578948,10,0.068,604.0,731.0,1,1
1.7421052631578948,11,0.057999999999999996,423.0,14.0,1,1
1.7421052631578948,12,0.0059999999999999915,329.0,797.0,1,1
1.7421052631578948,13,0.013999999999999999,48.0,38.0,1,1
1.7421052631578948,14,0.024000000000000007,492.0,1817.0,1,1
1.7421052631578948,15,0.06200000000000001,75.0,75.0,1,1
1.7421052631578948,16,0.055999999999999994,447.0,58.0,1,1
1.7421052631578948,17,0.042,36.0,50.0,1,1
1.7421052631578948,18,-0.020000000000000004,799.0,744.0,1,1
1.7421052631578948,19,0.0040000000000000036,585.0,25.0,1,1
1.7421052631578948,20,-0.04200000000000001,235.0,478.0,1,1
1.7421052631578948,21,-0.0020000000000000018,64.0,65.0,1,1
1.7421052631578948,22,0.032,116.0,118.0,1,1
1.7421052631578948,23,0.0,3575.0,568.0,1,1
1.7421052631578948,24,0.05999999999999999,36.0,36.0,1,1
1.7421052631578948,25,0.04999999999999999,81.0,74.0,1,1
1.7421052631578948,26,0.034,529.0,841.0,1,1
1.7421052631578948,27,0.07400000000000001,87.0,85.0,1,1
1.7421052631578948,28,0.062,50.0,45.0,1,1
1.7421052631578948,29,0.057999999999999996,43.0,42.0,1,1
1.7421052631578948,30,0.010000000000000009,574.0,75.0,1,1
1.7421052631578948,31,0.058,38.0,36.0,1,1
1.7421052631578948,32,0.066,32.0,29.0,1,1
1.7421052631578948,33,0.023999999999999994,555.0,10.0,1,1
1.7421052631578948,34,0.048,74.0,57.0,1,1
1.7421052631578948,35,-0.018000000000000016,446.0,406.0,1,1
1.7421052631578948,36,0.06,468.0,689.0,1,1
1.7421052631578948,37,0.04000000000000001,48.0,48.0,1,1
1.7421052631578948,38,0.048,60.0,57.0,1,1
1.7421052631578948,39,0.04000000000000001,1032.0,1483.0,1,1
1.7421052631578948,40,0.06799999999999999,982.0,124.0,1,1
1.7421052631578948,41,-0.01200000000000001,553.0,725.0,1,1
1.7421052631578948,42,0.04200000000000001,752.0,851.0,1,1
1.7421052631578948,43,0.018000000000000002,825.0,1238.0,1,1
1.7421052631578948,44,0.04200000000000001,567.0,116.0,1,1
1.7421052631578948,45,0.072,39.0,39.0,1,1
1.7421052631578948,46,0.014000000000000012,87.0,73.0,1,1
1.7421052631578948,47,0.04200000000000001,64.0,59.0,1,1
1.7421052631578948,48,0.04200000000000001,85.0,1344.0,1,1
1.7421052631578948,49,0.066,63.0,56.0,1,1
1.7421052631578948,50,0.07600000000000001,55.0,55.0,1,1
1.7421052631578948,51,0.04199999999999998,101.0,628.0,1,1
1.7421052631578948,52,0.074,884.0,135.0,1,1
1.7421052631578948,53,0.0059999999999999915,2086.0,2075.0,1,1
1.7421052631578948,54,0.09000000000000001,96.0,85.0,1,1
1.7421052631578948,55,0.03600000000000002,468.0,1009.0,1,1
1.7421052631578948,56,0.08600000000000001,738.0,141.0,1,1
1.7421052631578948,57,0.055999999999999994,931.0,931.0,1,1
1.7421052631578948,58,0.04399999999999999,61.0,60.0,1,1
1.7421052631578948,59,0.02800000000000001,102.0,65.0,1,1
1.7421052631578948,60,0.04000000000000001,58.0,51.0,1,1
1.7421052631578948,61,0.07200000000000001,40.0,41.0,1,1
1.7421052631578948,62,0.038000000000000006,551.0,65.0,1,1
1.7421052631578948,63,0.018000000000000016,76.0,54.0,1,1
1.7421052631578948,64,0.07600000000000001,1135.0,1087.0,1,1
1.7421052631578948,65,0.05600000000000001,64.0,54.0,1,1
1.7421052631578948,66,0.032,115.0,91.0,1,1
1.7421052631578948,67,0.048,63.0,63.0,1,1
1.7421052631578948,68,0.07200000000000001,43.0,35.0,1,1
1.7421052631578948,69,0.06200000000000001,110.0,925.0,1,1
1.7421052631578948,70,0.027999999999999997,555.0,16.0,1,1
1.7421052631578948,71,0.106,215.0,196.0,1,1
1.7421052631578948,72,0.082,89.0,78.0,1,1
1.7421052631578948,73,0.011999999999999997,1448.0,1978.0,1,1
1.7421052631578948,74,0.048,142.0,685.0,1,1
1.7421052631578948,75,0.09999999999999999,40.0,39.0,1,1
1.7421052631578948,76,0.076,38.0,38.0,1,1
1.7421052631578948,77,0.01999999999999999,135.0,111.0,1,1
1.7421052631578948,78,0.054,20.0,18.0,1,1
1.7421052631578948,79,0.041999999999999996,67.0,67.0,1,1
1.7421052631578948,80,0.044,861.0,13.0,1,1
1.7421052631578948,81,0.05199999999999999,45.0,43.0,1,1
1.7421052631578948,82,0.066,191.0,568.0,1,1
1.7421052631578948,83,-0.027999999999999997,64.0,59.0,1,1
1.7421052631578948,84,0.07799999999999999,86.0,763.0,1,1
1.7421052631578948,85,0.07200000000000001,42.0,33.0,1,1
1.7421052631578948,86,0.036000000000000004,87.0,84.0,1,1
1.7421052631578948,87,0.064,46.0,45.0,1,1
1.7421052631578948,88,0.057999999999999996,41.0,37.0,1,1
1.7421052631578948,89,0.06600000000000002,44.0,39.0,1,1
1.7421052631578948,90,0.06199999999999999,50.0,50.0,1,1
1.7421052631578948,91,0.054000000000000006,42.0,42.0,1,1
1.7421052631578948,92,0.052000000000000005,98.0,94.0,1,1
1.7421052631578948,93,0.03599999999999999,63.0,63.0,1,1
1.7421052631578948,94,0.018000000000000002,763.0,1465.0,1,1
1.7421052631578948,95,0.1,40.0,36.0,1,1
1.7421052631578948,96,0.07,1124.0,,2,2
1.7421052631578948,97,0.032,57.0,57.0,1,1
1.7421052631578948,98,0.04200000000000001,524.0,551.0,1,1
1.7421052631578948,99,0.082,86.0,85.0,1,1
1.7421052631578948,100,0.066,40.0,31.0,1,1
1.9473684210526316,1,0.03,52.0,48.0,1,1
1.9473684210526316,2,-0.0040000000000000036,66.0,50.0,1,1
1.9473684210526316,3,0.018000000000000002,47.0,64.0,1,1
1.9473684210526316,4,0.05199999999999999,76.0,76.0,1,1
1.9473684210526316,5,0.0,476.0,482.0,1,1
1.9473684210526316,6,0.066,24.0,24.0,1,1
1.9473684210526316,7,0.046,36.0,34.0,1,1
1.9473684210526316,8,0.008000000000000007,49.0,46.0,1,1
1.9473684210526316,9,0.1,933.0,106.0,1,1
1.9473684210526316,10,0.05200000000000002,583.0,698.0,1,1
1.9473684210526316,11,0.057999999999999996,433.0,14.0,1,1
1.9473684210526316,12,-0.0020000000000000018,289.0,504.0,1,1
1.9473684210526316,13,0.02600000000000001,40.0,38.0,1,1
1.9473684210526316,14,0.016,568.0,835.0,1,1
1.9473684210526316,15,0.02800000000000001,56.0,56.0,1,1
1.9473684210526316,16,-0.016,84.0,58.0,1,1
1.9473684210526316,17,0.042,30.0,1816.0,1,1
1.9473684210526316,18,-0.020000000000000004,771.0,848.0,1,1
1.9473684210526316,19,-0.0040000000000000036,510.0,25.0,1,1
1.9473684210526316,20,0.006000000000000005,257.0,62.0,1,1
