boundary_shift,delta_e,lambda,M,tau_det_star,n_hat,censored_frac_hat,F_hat,bound_boole,bound_jensen,measured_pmiss,measured_source,measured_n,measured_wilson_lo,measured_wilson_hi,censored_frac_arf,min_tau_hat,min_tau_arf
1.536842,0.3614,50.0,5,142.28,100,0.0,0.55,1.0,0.981547,,,0,,,0.0,33.0,20.0
1.536842,0.3614,50.0,10,142.28,100,0.0,0.55,1.0,0.999659,1.0,R2_A tau_arf,100,0.963,1.0,0.0,33.0,20.0
1.536842,0.3614,50.0,20,142.28,100,0.0,0.55,1.0,1.0,,,0,,,0.0,33.0,20.0
1.536842,0.3614,50.0,50,142.28,100,0.0,0.55,1.0,1.0,,,0,,,0.0,33.0,20.0
1.742105,0.391,8.0,1,21.0,100,0.0,0.01,0.01,0.01,0.01,R6 tau_hat (identity),100,,,0.0,20.0,17.0
1.742105,0.391,8.0,2,21.0,100,0.0,0.01,0.02,0.0199,,,0,,,0.0,20.0,17.0
1.742105,0.391,8.0,3,21.0,100,0.0,0.01,0.03,0.029701,,,0,,,0.0,20.0,17.0
1.742105,0.391,8.0,5,21.0,100,0.0,0.01,0.05,0.04901,,,0,,,0.0,20.0,17.0
1.742105,0.391,8.0,10,21.0,100,0.0,0.01,0.1,0.095618,0.01,R2_A tau_arf,100,0.0018,0.0545,0.0,20.0,17.0
1.742105,0.391,8.0,20,21.0,100,0.0,0.01,0.2,0.182093,,,0,,,0.0,20.0,17.0
1.742105,0.391,8.0,50,21.0,100,0.0,0.01,0.5,0.394994,,,0,,,0.0,20.0,17.0
1.742105,0.391,15.0,1,39.37,100,0.0,0.09,0.09,0.09,0.09,R6 tau_hat (identity),100,,,0.0,20.0,17.0
1.742105,0.391,15.0,2,39.37,100,0.0,0.09,0.18,0.1719,,,0,,,0.0,20.0,17.0
1.742105,0.391,15.0,3,39.37,100,0.0,0.09,0.27,0.246429,,,0,,,0.0,20.0,17.0
1.742105,0.391,15.0,5,39.37,100,0.0,0.09,0.45,0.375968,,,0,,,0.0,20.0,17.0
1.742105,0.391,15.0,10,39.37,100,0.0,0.09,0.9,0.610584,0.45,R2_A tau_arf,100,0.3561,0.5476,0.0,20.0,17.0
1.742105,0.391,15.0,20,39.37,100,0.0,0.09,1.0,0.848355,,,0,,,0.0,20.0,17.0
1.742105,0.391,15.0,50,39.37,100,0.0,0.09,1.0,0.991045,,,0,,,0.0,20.0,17.0
1.742105,0.391,25.0,1,65.62,100,0.0,0.39,0.39,0.39,0.39,R6 tau_hat (identity),100,,,0.0,20.0,17.0
1.742105,0.391,25.0,2,65.62,100,0.0,0.39,0.78,0.6279,,,0,,,0.0,20.0,17.0
1.742105,0.391,25.0,3,65.62,100,0.0,0.39,1.0,0.773019,,,0,,,0.0,20.0,17.0
1.742105,0.391,25.0,5,65.62,100,0.0,0.39,1.0,0.91554,,,0,,,0.0,20.0,17.0
1.742105,0.391,25.0,10,65.62,100,0.0,0.39,1.0,0.992867,0.92,R2_A tau_arf,100,0.85,0.9589,0.0,20.0,17.0
1.742105,0.391,25.0,20,65.62,100,0.0,0.39,1.0,0.999949,,,0,,,0.0,20.0,17.0
1.742105,0.391,25.0,50,65.62,100,0.0,0.39,1.0,1.0,,,0,,,0.0,20.0,17.0
1.742105,0.391,50.0,1,131.23,100,0.0,0.62,0.62,0.62,0.62,R6 tau_hat (identity),100,,,0.0,20.0,17.0
1.742105,0.391,50.0,2,131.23,100,0.0,0.62,1.0,0.8556,,,0,,,0.0,20.0,17.0
1.742105,0.391,50.0,3,131.23,100,0.0,0.62,1.0,0.945128,,,0,,,0.0,20.0,17.0
1.742105,0.391,50.0,5,131.23,100,0.0,0.62,1.0,0.992076,,,0,,,0.0,20.0,17.0
1.742105,0.391,50.0,10,131.23,100,0.0,0.62,1.0,0.999937,1.0,R2_A tau_arf,100,0.963,1.0,0.0,20.0,17.0
1.742105,0.391,50.0,20,131.23,100,0.0,0.62,1.0,1.0,,,0,,,0.0,20.0,17.0
1.742105,0.391,50.0,50,131.23,100,0.0,0.62,1.0,1.0,,,0,,,0.0,20.0,17.0
1.947368,0.4157,8.0,1,19.72,100,0.0,0.0,0.0,0.0,0.0,R6 tau_hat (identity),100,,,0.0,20.0,17.0
1.947368,0.4157,8.0,2,19.72,100,0.0,0.0,0.0,0.0,,,0,,,0.0,20.0,17.0
1.947368,0.4157,8.0,3,19.72,100,0.0,0.0,0.0,0.0,,,0,,,0.0,20.0,17.0
1.947368,0.4157,8.0,5,19.72,100,0.0,0.0,0.0,0.0,,,0,,,0.0,20.0,17.0
1.947368,0.4157,8.0,10,19.72,100,0.0,0.0,0.0,0.0,0.01,R2_A tau_arf,100,0.0018,0.0545,0.0,20.0,17.0
1.947368,0.4157,8.0,20,19.72,100,0.0,0.0,0.0,0.0,,,0,,,0.0,20.0,17.0
1.947368,0.4157,8.0,50,19.72,100,0.0,0.0,0.0,0.0,,,0,,,0.0,20.0,17.0
1.947368,0.4157,15.0,1,36.97,100,0.0,0.11,0.11,0.11,0.11,R6 tau_hat (identity),100,,,0.0,20.0,17.0
1.947368,0.4157,15.0,2,36.97,100,0.0,0.11,0.22,0.2079,,,0,,,0.0,20.0,17.0
1.947368,0.4157,15.0,3,36.97,100,0.0,0.11,0.33,0.295031,,,0,,,0.0,20.0,17.0
1.947368,0.4157,15.0,5,36.97,100,0.0,0.11,0.55,0.441594,,,0,,,0.0,20.0,17.0
1.947368,0.4157,15.0,10,36.97,100,0.0,0.11,1.0,0.688183,0.5,R2_A tau_arf,100,0.4038,0.5962,0.0,20.0,17.0
1.947368,0.4157,15.0,20,36.97,100,0.0,0.11,1.0,0.90277,,,0,,,0.0,20.0,17.0
1.947368,0.4157,15.0,50,36.97,100,0.0,0.11,1.0,0.997052,,,0,,,0.0,20.0,17.0
1.947368,0.4157,25.0,1,61.62,100,0.0,0.38,0.38,0.38,0.38,R6 tau_hat (identity),100,,,0.0,20.0,17.0
1.947368,0.4157,25.0,2,61.62,100,0.0,0.38,0.76,0.6156,,,0,,,0.0,20.0,17.0
1.947368,0.4157,25.0,3,61.62,100,0.0,0.38,1.0,0.761672,,,0,,,0.0,20.0,17.0
1.947368,0.4157,25.0,5,61.62,100,0.0,0.38,1.0,0.908387,,,0,,,0.0,20.0,17.0
1.947368,0.4157,25.0,10,61.62,100,0.0,0.38,1.0,0.991607,0.92,R2_A tau_arf,100,0.85,0.9589,0.0,20.0,17.0
1.947368,0.4157,25.0,20,61.62,100,0.0,0.38,1.0,0.99993,,,0,,,0.0,20.0,17.0
1.947368,0.4157,25.0,50,61.62,100,0.0,0.38,1.0,1.0,,,0,,,0.0,20.0,17.0
1.947368,0.4157,50.0,1,123.23,100,0.0,0.63,0.63,0.63,0.63,R6 tau_hat (identity),100,,,0.0,20.0,17.0
1.947368,0.4157,50.0,2,123.23,100,0.0,0.63,1.0,0.8631,,,0,,,0.0,20.0,17.0
1.947368,0.4157,50.0,3,123.23,100,0.0,0.63,1.0,0.949347,,,0,,,0.0,20.0,17.0
1.947368,0.4157,50.0,5,123.23,100,0.0,0.63,1.0,0.993066,,,0,,,0.0,20.0,17.0
1.947368,0.4157,50.0,10,123.23,100,0.0,0.63,1.0,0.999952,1.0,R2_A tau_arf,100,0.963,1.0,0.0,20.0,17.0
1.947368,0.4157,50.0,20,123.23,100,0.0,0.63,1.0,1.0,,,0,,,0.0,20.0,17.0
1.947368,0.4157,50.0,50,123.23,100,0.0,0.63,1.0,1.0,,,0,,,0.0,20.0,17.0
2.152632,0.436,8.0,1,18.78,100,0.01,0.0,0.0,0.0,0.0,R6 tau_hat (identity),100,,,0.0,20.0,17.0
2.152632,0.436,8.0,2,18.78,100,0.01,0.0,0.0,0.0,,,0,,,0.0,20.0,17.0
2.152632,0.436,8.0,3,18.78,100,0.01,0.0,0.0,0.0,,,0,,,0.0,20.0,17.0
2.152632,0.436,8.0,5,18.78,100,0.01,0.0,0.0,0.0,,,0,,,0.0,20.0,17.0
2.152632,0.436,8.0,10,18.78,100,0.01,0.0,0.0,0.0,0.01,R2_A tau_arf,100,0.0018,0.0545,0.0,20.0,17.0
2.152632,0.436,8.0,20,18.78,100,0.01,0.0,0.0,0.0,,,0,,,0.0,20.0,17.0
2.152632,0.436,8.0,50,18.78,100,0.01,0.0,0.0,0.0,,,0,,,0.0,20.0,17.0
2.152632,0.436,15.0,1,35.21,100,0.01,0.13,0.13,0.13,0.13,R6 tau_hat (identity),100,,,0.0,20.0,17.0
2.152632,0.436,15.0,2,35.21,100,0.01,0.13,0.26,0.2431,,,0,,,0.0,20.0,17.0
2.152632,0.436,15.0,3,35.21,100,0.01,0.13,0.39,0.341497,,,0,,,0.0,20.0,17.0
2.152632,0.436,15.0,5,35.21,100,0.01,0.13,0.65,0.501579,,,0,,,0.0,20.0,17.0
2.152632,0.436,15.0,10,35.21,100,0.01,0.13,1.0,0.751577,0.56,R2_A tau_arf,100,0.4623,0.6533,0.0,20.0,17.0
2.152632,0.436,15.0,20,35.21,100,0.01,0.13,1.0,0.938286,,,0,,,0.0,20.0,17.0
2.152632,0.436,15.0,50,35.21,100,0.01,0.13,1.0,0.999054,,,0,,,0.0,20.0,17.0
2.152632,0.436,25.0,1,58.68,100,0.01,0.43,0.43,0.43,0.43,R6 tau_hat (identity),100,,,0.0,20.0,17.0
2.152632,0.436,25.0,2,58.68,100,0.01,0.43,0.86,0.6751,,,0,,,0.0,20.0,17.0
2.152632,0.436,25.0,3,58.68,100,0.01,0.43,1.0,0.814807,,,0,,,0.0,20.0,17.0
2.152632,0.436,25.0,5,58.68,100,0.01,0.43,1.0,0.939831,,,0,,,0.0,20.0,17.0
2.152632,0.436,25.0,10,58.68,100,0.01,0.43,1.0,0.99638,0.96,R2_A tau_arf,100,0.9016,0.9843,0.0,20.0,17.0
2.152632,0.436,25.0,20,58.68,100,0.01,0.43,1.0,0.999987,,,0,,,0.0,20.0,17.0
2.152632,0.436,25.0,50,58.68,100,0.01,0.43,1.0,1.0,,,0,,,0.0,20.0,17.0
2.152632,0.436,50.0,1,117.37,100,0.01,0.67,0.67,0.67,0.67,R6 tau_hat (identity),100,,,0.0,20.0,17.0
2.152632,0.436,50.0,2,117.37,100,0.01,0.67,1.0,0.8911,,,0,,,0.0,20.0,17.0
2.152632,0.436,50.0,3,117.37,100,0.01,0.67,1.0,0.964063,,,0,,,0.0,20.0,17.0
2.152632,0.436,50.0,5,117.37,100,0.01,0.67,1.0,0.996086,,,0,,,0.0,20.0,17.0
2.152632,0.436,50.0,10,117.37,100,0.01,0.67,1.0,0.999985,1.0,R2_A tau_arf,100,0.963,1.0,0.0,20.0,17.0
2.152632,0.436,50.0,20,117.37,100,0.01,0.67,1.0,1.0,,,0,,,0.0,20.0,17.0
2.152632,0.436,50.0,50,117.37,100,0.01,0.67,1.0,1.0,,,0,,,0.0,20.0,17.0
2.357895,0.4523,8.0,1,18.09,100,0.0,0.0,0.0,0.0,0.0,R6 tau_hat (identity),100,,,0.0,20.0,17.0
2.357895,0.4523,8.0,2,18.09,100,0.0,0.0,0.0,0.0,,,0,,,0.0,20.0,17.0
2.357895,0.4523,8.0,3,18.09,100,0.0,0.0,0.0,0.0,,,0,,,0.0,20.0,17.0
2.357895,0.4523,8.0,5,18.09,100,0.0,0.0,0.0,0.0,,,0,,,0.0,20.0,17.0
2.357895,0.4523,8.0,10,18.09,100,0.0,0.0,0.0,0.0,0.02,R2_A tau_arf,100,0.0055,0.07,0.0,20.0,17.0
2.357895,0.4523,8.0,20,18.09,100,0.0,0.0,0.0,0.0,,,0,,,0.0,20.0,17.0
2.357895,0.4523,8.0,50,18.09,100,0.0,0.0,0.0,0.0,,,0,,,0.0,20.0,17.0
2.357895,0.4523,15.0,1,33.92,100,0.0,0.12,0.12,0.12,0.12,R6 tau_hat (identity),100,,,0.0,20.0,17.0
2.357895,0.4523,15.0,2,33.92,100,0.0,0.12,0.24,0.2256,,,0,,,0.0,20.0,17.0
2.357895,0.4523,15.0,3,33.92,100,0.0,0.12,0.36,0.318528,,,0,,,0.0,20.0,17.0
2.357895,0.4523,15.0,5,33.92,100,0.0,0.12,0.6,0.472268,,,0,,,0.0,20.0,17.0
2.357895,0.4523,15.0,10,33.92,100,0.0,0.12,1.0,0.721499,0.51,R2_A tau_arf,100,0.4135,0.6058,0.0,20.0,17.0
2.357895,0.4523,15.0,20,33.92,100,0.0,0.12,1.0,0.922437,,,0,,,0.0,20.0,17.0
2.357895,0.4523,15.0,50,33.92,100,0.0,0.12,1.0,0.998325,,,0,,,0.0,20.0,17.0
2.357895,0.4523,25.0,1,56.53,100,0.0,0.45,0.45,0.45,0.45,R6 tau_hat (identity),100,,,0.0,20.0,17.0
2.357895,0.4523,25.0,2,56.53,100,0.0,0.45,0.9,0.6975,,,0,,,0.0,20.0,17.0
2.357895,0.4523,25.0,3,56.53,100,0.0,0.45,1.0,0.833625,,,0,,,0.0,20.0,17.0
2.357895,0.4523,25.0,5,56.53,100,0.0,0.45,1.0,0.949672,,,0,,,0.0,20.0,17.0
2.357895,0.4523,25.0,10,56.53,100,0.0,0.45,1.0,0.997467,0.97,R2_A tau_arf,100,0.9155,0.9897,0.0,20.0,17.0
2.357895,0.4523,25.0,20,56.53,100,0.0,0.45,1.0,0.999994,,,0,,,0.0,20.0,17.0
2.357895,0.4523,25.0,50,56.53,100,0.0,0.45,1.0,1.0,,,0,,,0.0,20.0,17.0
2.357895,0.4523,50.0,1,113.05,100,0.0,0.67,0.67,0.67,0.67,R6 tau_hat (identity),100,,,0.0,20.0,17.0
2.357895,0.4523,50.0,2,113.05,100,0.0,0.67,1.0,0.8911,,,0,,,0.0,20.0,17.0
2.357895,0.4523,50.0,3,113.05,100,0.0,0.67,1.0,0.964063,,,0,,,0.0,20.0,17.0
2.357895,0.4523,50.0,5,113.05,100,0.0,0.67,1.0,0.996086,,,0,,,0.0,20.0,17.0
2.357895,0.4523,50.0,10,113.05,100,0.0,0.67,1.0,0.999985,1.0,R2_A tau_arf,100,0.963,1.0,0.0,20.0,17.0
2.357895,0.4523,50.0,20,113.05,100,0.0,0.67,1.0,1.0,,,0,,,0.0,20.0,17.0
2.357895,0.4523,50.0,50,113.05,100,0.0,0.67,1.0,1.0,,,0,,,0.0,20.0,17.0
2.563158,0.465,8.0,1,17.58,100,0.0,0.0,0.0,0.0,0.0,R6 tau_hat (identity),100,,,0.0,20.0,17.0
2.563158,0.465,8.0,2,17.58,100,0.0,0.0,0.0,0.0,,,0,,,0.0,20.0,17.0
2.563158,0.465,8.0,3,17.58,100,0.0,0.0,0.0,0.0,,,0,,,0.0,20.0,17.0
2.563158,0.465,8.0,5,17.58,100,0.0,0.0,0.0,0.0,,,0,,,0.0,20.0,17.0
2.563158,0.465,8.0,10,17.58,100,0.0,0.0,0.0,0.0,0.01,R2_A tau_arf,100,0.0018,0.0545,0.0,20.0,17.0
2.563158,0.465,8.0,20,17.58,100,0.0,0.0,0.0,0.0,,,0,,,0.0,20.0,17.0
2.563158,0.465,8.0,50,17.58,100,0.0,0.0,0.0,0.0,,,0,,,0.0,20.0,17.0
2.563158,0.465,15.0,1,32.96,100,0.0,0.14,0.14,0.14,0.14,R6 tau_hat (identity),100,,,0.0,20.0,17.0
2.563158,0.465,15.0,2,32.96,100,0.0,0.14,0.28,0.2604,,,0,,,0.0,20.0,17.0
2.563158,0.465,15.0,3,32.96,100,0.0,0.14,0.42,0.363944,,,0,,,0.0,20.0,17.0
2.563158,0.465,15.0,5,32.96,100,0.0,0.14,0.7,0.529573,,,0,,,0.0,20.0,17.0
2.563158,0.465,15.0,10,32.96,100,0.0,0.14,1.0,0.778698,0.54,R2_A tau_arf,100,0.4426,0.6344,0.0,20.0,17.0
2.563158,0.465,15.0,20,32.96,100,0.0,0.14,1.0,0.951026,,,0,,,0.0,20.0,17.0
2.563158,0.465,15.0,50,32.96,100,0.0,0.14,1.0,0.999469,,,0,,,0.0,20.0,17.0
2.563158,0.465,25.0,1,54.94,100,0.0,0.48,0.48,0.48,0.48,R6 tau_hat (identity),100,,,0.0,20.0,17.0
2.563158,0.465,25.0,2,54.94,100,0.0,0.48,0.96,0.7296,,,0,,,0.0,20.0,17.0
2.563158,0.465,25.0,3,54.94,100,0.0,0.48,1.0,0.859392,,,0,,,0.0,20.0,17.0
2.563158,0.465,25.0,5,54.94,100,0.0,0.48,1.0,0.96198,,,0,,,0.0,20.0,17.0
2.563158,0.465,25.0,10,54.94,100,0.0,0.48,1.0,0.998554,0.97,R2_A tau_arf,100,0.9155,0.9897,0.0,20.0,17.0
2.563158,0.465,25.0,20,54.94,100,0.0,0.48,1.0,0.999998,,,0,,,0.0,20.0,17.0
2.563158,0.465,25.0,50,54.94,100,0.0,0.48,1.0,1.0,,,0,,,0.0,20.0,17.0
2.563158,0.465,50.0,1,109.88,100,0.0,0.68,0.68,0.68,0.68,R6 tau_hat (identity),100,,,0.0,20.0,17.0
2.563158,0.465,50.0,2,109.88,100,0.0,0.68,1.0,0.8976,,,0,,,0.0,20.0,17.0
2.563158,0.465,50.0,3,109.88,100,0.0,0.68,1.0,0.967232,,,0,,,0.0,20.0,17.0
2.563158,0.465,50.0,5,109.88,100,0.0,0.68,1.0,0.996645,,,0,,,0.0,20.0,17.0
2.563158,0.465,50.0,10,109.88,100,0.0,0.68,1.0,0.999989,1.0,R2_A tau_arf,100,0.963,1.0,0.0,20.0,17.0
2.563158,0.465,50.0,20,109.88,100,0.0,0.68,1.0,1.0,,,0,,,0.0,20.0,17.0
2.563158,0.465,50.0,50,109.88,100,0.0,0.68,1.0,1.0,,,0,,,0.0,20.0,17.0
2.768421,0.4749,8.0,1,17.21,100,0.0,0.0,0.0,0.0,0.0,R6 tau_hat (identity),100,,,0.0,20.0,17.0
2.768421,0.4749,8.0,2,17.21,100,0.0,0.0,0.0,0.0,,,0,,,0.0,20.0,17.0
2.768421,0.4749,8.0,3,17.21,100,0.0,0.0,0.0,0.0,,,0,,,0.0,20.0,17.0
2.768421,0.4749,8.0,5,17.21,100,0.0,0.0,0.0,0.0,,,0,,,0.0,20.0,17.0
2.768421,0.4749,8.0,10,17.21,100,0.0,0.0,0.0,0.0,0.01,R2_A tau_arf,100,0.0018,0.0545,0.0,20.0,17.0
2.768421,0.4749,8.0,20,17.21,100,0.0,0.0,0.0,0.0,,,0,,,0.0,20.0,17.0
2.768421,0.4749,8.0,50,17.21,100,0.0,0.0,0.0,0.0,,,0,,,0.0,20.0,17.0
2.768421,0.4749,15.0,1,32.27,100,0.0,0.16,0.16,0.16,0.16,R6 tau_hat (identity),100,,,0.0,20.0,17.0
2.768421,0.4749,15.0,2,32.27,100,0.0,0.16,0.32,0.2944,,,0,,,0.0,20.0,17.0
2.768421,0.4749,15.0,3,32.27,100,0.0,0.16,0.48,0.407296,,,0,,,0.0,20.0,17.0
2.768421,0.4749,15.0,5,32.27,100,0.0,0.16,0.8,0.581788,,,0,,,0.0,20.0,17.0
2.768421,0.4749,15.0,10,32.27,100,0.0,0.16,1.0,0.825099,0.57,R2_A tau_arf,100,0.4722,0.6627,0.0,20.0,17.0
2.768421,0.4749,15.0,20,32.27,100,0.0,0.16,1.0,0.96941,,,0,,,0.0,20.0,17.0
2.768421,0.4749,15.0,50,32.27,100,0.0,0.16,1.0,0.999836,,,0,,,0.0,20.0,17.0
2.768421,0.4749,25.0,1,53.78,100,0.0,0.5,0.5,0.5,0.5,R6 tau_hat (identity),100,,,0.0,20.0,17.0
2.768421,0.4749,25.0,2,53.78,100,0.0,0.5,1.0,0.75,,,0,,,0.0,20.0,17.0
2.768421,0.4749,25.0,3,53.78,100,0.0,0.5,1.0,0.875,,,0,,,0.0,20.0,17.0
2.768421,0.4749,25.0,5,53.78,100,0.0,0.5,1.0,0.96875,,,0,,,0.0,20.0,17.0
2.768421,0.4749,25.0,10,53.78,100,0.0,0.5,1.0,0.999023,0.97,R2_A tau_arf,100,0.9155,0.9897,0.0,20.0,17.0
2.768421,0.4749,25.0,20,53.78,100,0.0,0.5,1.0,0.999999,,,0,,,0.0,20.0,17.0
2.768421,0.4749,25.0,50,53.78,100,0.0,0.5,1.0,1.0,,,0,,,0.0,20.0,17.0
2.768421,0.4749,50.0,1,107.56,100,0.0,0.68,0.68,0.68,0.68,R6 tau_hat (identity),100,,,0.0,20.0,17.0
2.768421,0.4749,50.0,2,107.56,100,0.0,0.68,1.0,0.8976,,,0,,,0.0,20.0,17.0
2.768421,0.4749,50.0,3,107.56,100,0.0,0.68,1.0,0.967232,,,0,,,0.0,20.0,17.0
2.768421,0.4749,50.0,5,107.56,100,0.0,0.68,1.0,0.996645,,,0,,,0.0,20.0,17.0
2.768421,0.4749,50.0,10,107.56,100,0.0,0.68,1.0,0.999989,1.0,R2_A tau_arf,100,0.963,1.0,0.0,20.0,17.0
2.768421,0.4749,50.0,20,107.56,100,0.0,0.68,1.0,1.0,,,0,,,0.0,20.0,17.0
2.768421,0.4749,50.0,50,107.56,100,0.0,0.68,1.0,1.0,,,0,,,0.0,20.0,17.0
2.973684,0.4823,8.0,1,16.94,100,0.0,0.0,0.0,0.0,0.0,R6 tau_hat (identity),100,,,0.0,20.0,17.0
2.973684,0.4823,8.0,2,16.94,100,0.0,0.0,0.0,0.0,,,0,,,0.0,20.0,17.0
2.973684,0.4823,8.0,3,16.94,100,0.0,0.0,0.0,0.0,,,0,,,0.0,20.0,17.0
2.973684,0.4823,8.0,5,16.94,100,0.0,0.0,0.0,0.0,,,0,,,0.0,20.0,17.0
2.973684,0.4823,8.0,10,16.94,100,0.0,0.0,0.0,0.0,0.0,R2_A tau_arf,100,0.0,0.037,0.0,20.0,17.0
2.973684,0.4823,8.0,20,16.94,100,0.0,0.0,0.0,0.0,,,0,,,0.0,20.0,17.0
2.973684,0.4823,8.0,50,16.94,100,0.0,0.0,0.0,0.0,,,0,,,0.0,20.0,17.0
2.973684,0.4823,15.0,1,31.76,100,0.0,0.17,0.17,0.17,0.17,R6 tau_hat (identity),100,,,0.0,20.0,17.0
2.973684,0.4823,15.0,2,31.76,100,0.0,0.17,0.34,0.3111,,,0,,,0.0,20.0,17.0
2.973684,0.4823,15.0,3,31.76,100,0.0,0.17,0.51,0.428213,,,0,,,0.0,20.0,17.0
2.973684,0.4823,15.0,5,31.76,100,0.0,0.17,0.85,0.606096,,,0,,,0.0,20.0,17.0
2.973684,0.4823,15.0,10,31.76,100,0.0,0.17,1.0,0.84484,0.61,R2_A tau_arf,100,0.512,0.6998,0.0,20.0,17.0
2.973684,0.4823,15.0,20,31.76,100,0.0,0.17,1.0,0.975925,,,0,,,0.0,20.0,17.0
2.973684,0.4823,15.0,50,31.76,100,0.0,0.17,1.0,0.99991,,,0,,,0.0,20.0,17.0
2.973684,0.4823,25.0,1,52.94,100,0.0,0.49,0.49,0.49,0.49,R6 tau_hat (identity),100,,,0.0,20.0,17.0
2.973684,0.4823,25.0,2,52.94,100,0.0,0.49,0.98,0.7399,,,0,,,0.0,20.0,17.0
2.973684,0.4823,25.0,3,52.94,100,0.0,0.49,1.0,0.867349,,,0,,,0.0,20.0,17.0
2.973684,0.4823,25.0,5,52.94,100,0.0,0.49,1.0,0.965497,,,0,,,0.0,20.0,17.0
2.973684,0.4823,25.0,10,52.94,100,0.0,0.49,1.0,0.99881,0.97,R2_A tau_arf,100,0.9155,0.9897,0.0,20.0,17.0
2.973684,0.4823,25.0,20,52.94,100,0.0,0.49,1.0,0.999999,,,0,,,0.0,20.0,17.0
2.973684,0.4823,25.0,50,52.94,100,0.0,0.49,1.0,1.0,,,0,,,0.0,20.0,17.0
2.973684,0.4823,50.0,1,105.88,100,0.0,0.67,0.67,0.67,0.67,R6 tau_hat (identity),100,,,0.0,20.0,17.0
2.973684,0.4823,50.0,2,105.88,100,0.0,0.67,1.0,0.8911,,,0,,,0.0,20.0,17.0
2.973684,0.4823,50.0,3,105.88,100,0.0,0.67,1.0,0.964063,,,0,,,0.0,20.0,17.0
2.973684,0.4823,50.0,5,105.88,100,0.0,0.67,1.0,0.996086,,,0,,,0.0,20.0,17.0
2.973684,0.4823,50.0,10,105.88,100,0.0,0.67,1.0,0.999985,1.0,R2_A tau_arf,100,0.963,1.0,0.0,20.0,17.0
2.973684,0.4823,50.0,20,105.88,100,0.0,0.67,1.0,1.0,,,0,,,0.0,20.0,17.0
2.973684,0.4823,50.0,50,105.88,100,0.0,0.67,1.0,1.0,,,0,,,0.0,20.0,17.0
3.178947,0.4877,8.0,1,16.75,100,0.0,0.0,0.0,0.0,0.0,R6 tau_hat (identity),100,,,0.0,20.0,17.0
3.178947,0.4877,8.0,2,16.75,100,0.0,0.0,0.0,0.0,,,0,,,0.0,20.0,17.0
3.178947,0.4877,8.0,3,16.75,100,0.0,0.0,0.0,0.0,,,0,,,0.0,20.0,17.0
3.178947,0.4877,8.0,5,16.75,100,0.0,0.0,0.0,0.0,,,0,,,0.0,20.0,17.0
3.178947,0.4877,8.0,10,16.75,100,0.0,0.0,0.0,0.0,0.0,R2_A tau_arf,100,0.0,0.037,0.0,20.0,17.0
3.178947,0.4877,8.0,20,16.75,100,0.0,0.0,0.0,0.0,,,0,,,0.0,20.0,17.0
3.178947,0.4877,8.0,50,16.75,100,0.0,0.0,0.0,0.0,,,0,,,0.0,20.0,17.0
3.178947,0.4877,15.0,1,31.4,100,0.0,0.17,0.17,0.17,0.17,R6 tau_hat (identity),100,,,0.0,20.0,17.0
3.178947,0.4877,15.0,2,31.4,100,0.0,0.17,0.34,0.3111,,,0,,,0.0,20.0,17.0
3.178947,0.4877,15.0,3,31.4,100,0.0,0.17,0.51,0.428213,,,0,,,0.0,20.0,17.0
3.178947,0.4877,15.0,5,31.4,100,0.0,0.17,0.85,0.606096,,,0,,,0.0,20.0,17.0
3.178947,0.4877,15.0,10,31.4,100,0.0,0.17,1.0,0.84484,0.62,R2_A tau_arf,100,0.5221,0.709,0.0,20.0,17.0
3.178947,0.4877,15.0,20,31.4,100,0.0,0.17,1.0,0.975925,,,0,,,0.0,20.0,17.0
3.178947,0.4877,15.0,50,31.4,100,0.0,0.17,1.0,0.99991,,,0,,,0.0,20.0,17.0
3.178947,0.4877,25.0,1,52.33,100,0.0,0.51,0.51,0.51,0.51,R6 tau_hat (identity),100,,,0.0,20.0,17.0
3.178947,0.4877,25.0,2,52.33,100,0.0,0.51,1.0,0.7599,,,0,,,0.0,20.0,17.0
3.178947,0.4877,25.0,3,52.33,100,0.0,0.51,1.0,0.882351,,,0,,,0.0,20.0,17.0
3.178947,0.4877,25.0,5,52.33,100,0.0,0.51,1.0,0.971752,,,0,,,0.0,20.0,17.0
3.178947,0.4877,25.0,10,52.33,100,0.0,0.51,1.0,0.999202,0.97,R2_A tau_arf,100,0.9155,0.9897,0.0,20.0,17.0
3.178947,0.4877,25.0,20,52.33,100,0.0,0.51,1.0,0.999999,,,0,,,0.0,20.0,17.0
3.178947,0.4877,25.0,50,52.33,100,0.0,0.51,1.0,1.0,,,0,,,0.0,20.0,17.0
3.178947,0.4877,50.0,1,104.67,100,0.0,0.67,0.67,0.67,0.67,R6 tau_hat (identity),100,,,0.0,20.0,17.0
3.178947,0.4877,50.0,2,104.67,100,0.0,0.67,1.0,0.8911,,,0,,,0.0,20.0,17.0
3.178947,0.4877,50.0,3,104.67,100,0.0,0.67,1.0,0.964063,,,0,,,0.0,20.0,17.0
3.178947,0.4877,50.0,5,104.67,100,0.0,0.67,1.0,0.996086,,,0,,,0.0,20.0,17.0
3.178947,0.4877,50.0,10,104.67,100,0.0,0.67,1.0,0.999985,1.0,R2_A tau_arf,100,0.963,1.0,0.0,20.0,17.0
3.178947,0.4877,50.0,20,104.67,100,0.0,0.67,1.0,1.0,,,0,,,0.0,20.0,17.0
