scenario,lambda,boundary_shift,delta_e,t,n,cif_arf,cif_arf_lo,cif_arf_hi,cif_det,cif_det_lo,cif_det_hi,unresolved_at_t,detector_fired_ever_frac,detector_won_frac,censored_frac
B,25.0,1.742105,0.391,50,100,0.76,0.68,0.84,0.0,0.0,0.0,0.24,0.77,0.0,0.0
B,25.0,1.742105,0.391,100,100,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.77,0.0,0.0
B,25.0,1.742105,0.391,200,100,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.77,0.0,0.0
B,25.0,1.742105,0.391,400,100,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.77,0.0,0.0
B,25.0,1.742105,0.391,800,100,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.77,0.0,0.0
B,25.0,1.742105,0.391,1600,100,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.77,0.0,0.0
B,25.0,1.742105,0.391,4000,100,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.77,0.0,0.0
B,25.0,1.947368,0.4157,25,100,0.15,0.08,0.22,0.0,0.0,0.0,0.85,0.59,0.0,0.0
B,25.0,1.947368,0.4157,50,100,0.83,0.75,0.9,0.0,0.0,0.0,0.17,0.59,0.0,0.0
B,25.0,1.947368,0.4157,100,100,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.59,0.0,0.0
B,25.0,1.947368,0.4157,200,100,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.59,0.0,0.0
B,25.0,1.947368,0.4157,400,100,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.59,0.0,0.0
B,25.0,1.947368,0.4157,800,100,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.59,0.0,0.0
B,25.0,1.947368,0.4157,1600,100,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.59,0.0,0.0
B,25.0,1.947368,0.4157,4000,100,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.59,0.0,0.0
B,25.0,2.152632,0.436,25,100,0.18,0.11,0.26,0.0,0.0,0.0,0.82,0.38,0.0,0.0
B,25.0,2.152632,0.436,50,100,0.9,0.84,0.95,0.0,0.0,0.0,0.1,0.38,0.0,0.0
B,25.0,2.152632,0.436,100,100,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.38,0.0,0.0
B,25.0,2.152632,0.436,200,100,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.38,0.0,0.0
B,25.0,2.152632,0.436,400,100,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.38,0.0,0.0
B,25.0,2.152632,0.436,800,100,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.38,0.0,0.0
B,25.0,2.152632,0.436,1600,100,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.38,0.0,0.0
B,25.0,2.152632,0.436,4000,100,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.38,0.0,0.0
B,25.0,2.357895,0.4523,25,100,0.19,0.12,0.27,0.0,0.0,0.0,0.81,0.2,0.0,0.0
B,25.0,2.357895,0.4523,50,100,0.93,0.88,0.98,0.0,0.0,0.0,0.07,0.2,0.0,0.0
B,25.0,2.357895,0.4523,100,100,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0
B,25.0,2.357895,0.4523,200,100,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0
B,25.0,2.357895,0.4523,400,100,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0
B,25.0,2.357895,0.4523,800,100,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0
B,25.0,2.357895,0.4523,1600,100,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0
B,25.0,2.357895,0.4523,4000,100,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0
B,25.0,2.563158,0.465,25,100,0.22,0.14,0.3,0.0,0.0,0.0,0.78,0.09,0.0,0.0
B,25.0,2.563158,0.465,50,100,0.96,0.92,0.99,0.0,0.0,0.0,0.04,0.09,0.0,0.0
B,25.0,2.563158,0.465,100,100,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0
B,25.0,2.563158,0.465,200,100,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0
B,25.0,2.563158,0.465,400,100,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0
B,25.0,2.563158,0.465,800,100,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0
B,25.0,2.563158,0.465,1600,100,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0
B,25.0,2.563158,0.465,4000,100,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0
B,25.0,2.768421,0.4749,25,100,0.25,0.17,0.34,0.0,0.0,0.0,0.75,0.04,0.0,0.0
B,25.0,2.768421,0.4749,50,100,0.97,0.93,1.0,0.0,0.0,0.0,0.03,0.04,0.0,0.0
B,25.0,2.768421,0.4749,100,100,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0
B,25.0,2.768421,0.4749,200,100,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0
B,25.0,2.768421,0.4749,400,100,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0
B,25.0,2.768421,0.4749,800,100,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0
B,25.0,2.768421,0.4749,1600,100,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0
B,25.0,2.768421,0.4749,4000,100,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0
B,25.0,2.973684,0.4823,25,100,0.27,0.19,0.36,0.0,0.0,0.0,0.73,0.04,0.0,0.0
B,25.0,2.973684,0.4823,50,100,0.97,0.93,1.0,0.0,0.0,0.0,0.03,0.04,0.0,0.0
B,25.0,2.973684,0.4823,100,100,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0
B,25.0,2.973684,0.4823,200,100,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0
B,25.0,2.973684,0.4823,400,100,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0
B,25.0,2.973684,0.4823,800,100,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0
B,25.0,2.973684,0.4823,1600,100,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0
B,25.0,2.973684,0.4823,4000,100,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0
B,25.0,3.178947,0.4877,25,100,0.3,0.21,0.39,0.0,0.0,0.0,0.7,0.02,0.0,0.0
B,25.0,3.178947,0.4877,50,100,0.97,0.93,1.0,0.0,0.0,0.0,0.03,0.02,0.0,0.0
B,25.0,3.178947,0.4877,100,100,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0
B,25.0,3.178947,0.4877,200,100,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0
B,25.0,3.178947,0.4877,400,100,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0
B,25.0,3.178947,0.4877,800,100,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0
B,25.0,3.178947,0.4877,1600,100,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0
B,25.0,3.178947,0.4877,4000,100,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0
B,25.0,3.384211,0.4916,25,100,0.3,0.21,0.39,0.0,0.0,0.0,0.7,0.01,0.01,0.0
B,25.0,3.384211,0.4916,50,100,0.98,0.95,1.0,0.0,0.0,0.0,0.02,0.01,0.01,0.0
B,25.0,3.384211,0.4916,100,100,0.99,0.97,1.0,0.01,0.0,0.03,0.0,0.01,0.01,0.0
B,25.0,3.384211,0.4916,200,100,0.99,0.97,1.0,0.01,0.0,0.03,0.0,0.01,0.01,0.0
B,25.0,3.384211,0.4916,400,100,0.99,0.97,1.0,0.01,0.0,0.03,0.0,0.01,0.01,0.0
B,25.0,3.384211,0.4916,800,100,0.99,0.97,1.0,0.01,0.0,0.03,0.0,0.01,0.01,0.0
B,25.0,3.384211,0.4916,1600,100,0.99,0.97,1.0,0.01,0.0,0.03,0.0,0.01,0.01,0.0
B,25.0,3.384211,0.4916,4000,100,0.99,0.97,1.0,0.01,0.0,0.03,0.0,0.01,0.01,0.0
B,25.0,3.589474,0.4944,25,100,0.31,0.22,0.4,0.0,0.0,0.0,0.69,0.01,0.01,0.0
B,25.0,3.589474,0.4944,50,100,0.98,0.95,1.0,0.0,0.0,0.0,0.02,0.01,0.01,0.0
B,25.0,3.589474,0.4944,100,100,0.99,0.97,1.0,0.01,0.0,0.03,0.0,0.01,0.01,0.0
B,25.0,3.589474,0.4944,200,100,0.99,0.97,1.0,0.01,0.0,0.03,0.0,0.01,0.01,0.0
B,25.0,3.589474,0.4944,400,100,0.99,0.97,1.0,0.01,0.0,0.03,0.0,0.01,0.01,0.0
B,25.0,3.589474,0.4944,800,100,0.99,0.97,1.0,0.01,0.0,0.03,0.0,0.01,0.01,0.0
B,25.0,3.589474,0.4944,1600,100,0.99,0.97,1.0,0.01,0.0,0.03,0.0,0.01,0.01,0.0
B,25.0,3.589474,0.4944,4000,100,0.99,0.97,1.0,0.01,0.0,0.03,0.0,0.01,0.01,0.0
B,25.0,3.794737,0.4964,25,100,0.31,0.22,0.4,0.0,0.0,0.0,0.69,0.01,0.01,0.0
B,25.0,3.794737,0.4964,50,100,0.98,0.95,1.0,0.0,0.0,0.0,0.02,0.01,0.01,0.0
B,25.0,3.794737,0.4964,100,100,0.99,0.97,1.0,0.01,0.0,0.03,0.0,0.01,0.01,0.0
B,25.0,3.794737,0.4964,200,100,0.99,0.97,1.0,0.01,0.0,0.03,0.0,0.01,0.01,0.0
B,25.0,3.794737,0.4964,400,100,0.99,0.97,1.0,0.01,0.0,0.03,0.0,0.01,0.01,0.0
B,25.0,3.794737,0.4964,800,100,0.99,0.97,1.0,0.01,0.0,0.03,0.0,0.01,0.01,0.0
B,25.0,3.794737,0.4964,1600,100,0.99,0.97,1.0,0.01,0.0,0.03,0.0,0.01,0.01,0.0
B,25.0,3.794737,0.4964,4000,100,0.99,0.97,1.0,0.01,0.0,0.03,0.0,0.01,0.01,0.0
B,25.0,4.0,0.4977,25,100,0.31,0.22,0.4,0.0,0.0,0.0,0.69,0.01,0.01,0.0
B,25.0,4.0,0.4977,50,100,0.98,0.95,1.0,0.0,0.0,0.0,0.02,0.01,0.01,0.0
B,25.0,4.0,0.4977,100,100,0.99,0.97,1.0,0.01,0.0,0.03,0.0,0.01,0.01,0.0
B,25.0,4.0,0.4977,200,100,0.99,0.97,1.0,0.01,0.0,0.03,0.0,0.01,0.01,0.0
B,25.0,4.0,0.4977,400,100,0.99,0.97,1.0,0.01,0.0,0.03,0.0,0.01,0.01,0.0
B,25.0,4.0,0.4977,800,100,0.99,0.97,1.0,0.01,0.0,0.03,0.0,0.01,0.01,0.0
B,25.0,4.0,0.4977,1600,100,0.99,0.97,1.0,0.01,0.0,0.03,0.0,0.01,0.01,0.0
B,25.0,4.0,0.4977,4000,100,0.99,0.97,1.0,0.01,0.0,0.03,0.0,0.01,0.01,0.0
C,8.0,0.1,0.0282,25,100,0.12,0.06,0.19,0.0,0.0,0.0,0.88,0.26,0.04,0.0
C,8.0,0.1,0.0282,50,100,0.2,0.12,0.28,0.0,0.0,0.0,0.8,0.26,0.04,0.0
C,8.0,0.1,0.0282,100,100,0.43,0.34,0.53,0.0,0.0,0.0,0.57,0.26,0.04,0.0
C,8.0,0.1,0.0282,200,100,0.65,0.56,0.74,0.02,0.0,0.05,0.33,0.26,0.04,0.0
C,8.0,0.1,0.0282,400,100,0.9,0.84,0.96,0.03,0.0,0.07,0.07,0.26,0.04,0.0
C,8.0,0.1,0.0282,800,100,0.96,0.92,0.99,0.04,0.01,0.08,0.0,0.26,0.04,0.0
C,8.0,0.1,0.0282,1600,100,0.96,0.92,0.99,0.04,0.01,0.08,0.0,0.26,0.04,0.0
C,8.0,0.1,0.0282,4000,100,0.96,0.92,0.99,0.04,0.01,0.08,0.0,0.26,0.04,0.0
C,8.0,0.305263,0.0854,25,100,0.07,0.02,0.12,0.0,0.0,0.0,0.93,0.97,0.73,0.0
C,8.0,0.305263,0.0854,50,100,0.07,0.02,0.12,0.01,0.0,0.03,0.92,0.97,0.73,0.0
C,8.0,0.305263,0.0854,100,100,0.17,0.1,0.25,0.17,0.1,0.25,0.66,0.97,0.73,0.0
C,8.0,0.305263,0.0854,200,100,0.25,0.17,0.34,0.6,0.5,0.7,0.15,0.97,0.73,0.0
C,8.0,0.305263,0.0854,400,100,0.26,0.18,0.35,0.72,0.63,0.8,0.02,0.97,0.73,0.0
C,8.0,0.305263,0.0854,800,100,0.27,0.19,0.36,0.73,0.64,0.81,0.0,0.97,0.73,0.0
C,8.0,0.305263,0.0854,1600,100,0.27,0.19,0.36,0.73,0.64,0.81,0.0,0.97,0.73,0.0
C,8.0,0.305263,0.0854,4000,100,0.27,0.19,0.36,0.73,0.64,0.81,0.0,0.97,0.73,0.0
C,8.0,0.510526,0.1409,25,100,0.02,0.0,0.05,0.02,0.0,0.05,0.96,1.0,0.93,0.0
C,8.0,0.510526,0.1409,50,100,0.04,0.01,0.08,0.15,0.08,0.22,0.81,1.0,0.93,0.0
C,8.0,0.510526,0.1409,100,100,0.07,0.03,0.1202,0.73,0.64,0.81,0.2,1.0,0.93,0.0
C,8.0,0.510526,0.1409,200,100,0.07,0.03,0.1202,0.93,0.8798,0.97,0.0,1.0,0.93,0.0
C,8.0,0.510526,0.1409,400,100,0.07,0.03,0.1202,0.93,0.8798,0.97,0.0,1.0,0.93,0.0
C,8.0,0.510526,0.1409,800,100,0.07,0.03,0.1202,0.93,0.8798,0.97,0.0,1.0,0.93,0.0
C,8.0,0.510526,0.1409,1600,100,0.07,0.03,0.1202,0.93,0.8798,0.97,0.0,1.0,0.93,0.0
C,8.0,0.510526,0.1409,4000,100,0.07,0.03,0.1202,0.93,0.8798,0.97,0.0,1.0,0.93,0.0
C,8.0,0.715789,0.1936,25,100,0.01,0.0,0.03,0.05,0.01,0.1,0.94,1.0,0.98,0.0
C,8.0,0.715789,0.1936,50,100,0.02,0.0,0.05,0.49,0.39,0.59,0.49,1.0,0.98,0.0
C,8.0,0.715789,0.1936,100,100,0.02,0.0,0.05,0.97,0.93,1.0,0.01,1.0,0.98,0.0
C,8.0,0.715789,0.1936,200,100,0.02,0.0,0.05,0.98,0.95,1.0,0.0,1.0,0.98,0.0
C,8.0,0.715789,0.1936,400,100,0.02,0.0,0.05,0.98,0.95,1.0,0.0,1.0,0.98,0.0
C,8.0,0.715789,0.1936,800,100,0.02,0.0,0.05,0.98,0.95,1.0,0.0,1.0,0.98,0.0
C,8.0,0.715789,0.1936,1600,100,0.02,0.0,0.05,0.98,0.95,1.0,0.0,1.0,0.98,0.0
C,8.0,0.715789,0.1936,4000,100,0.02,0.0,0.05,0.98,0.95,1.0,0.0,1.0,0.98,0.0
C,8.0,0.921053,0.2426,25,100,0.01,0.0,0.03,0.16,0.09,0.23,0.83,1.0,0.99,0.0
C,8.0,0.921053,0.2426,50,100,0.01,0.0,0.03,0.77,0.69,0.85,0.22,1.0,0.99,0.0
C,8.0,0.921053,0.2426,100,100,0.01,0.0,0.03,0.99,0.97,1.0,0.0,1.0,0.99,0.0
C,8.0,0.921053,0.2426,200,100,0.01,0.0,0.03,0.99,0.97,1.0,0.0,1.0,0.99,0.0
C,8.0,0.921053,0.2426,400,100,0.01,0.0,0.03,0.99,0.97,1.0,0.0,1.0,0.99,0.0
C,8.0,0.921053,0.2426,800,100,0.01,0.0,0.03,0.99,0.97,1.0,0.0,1.0,0.99,0.0
C,8.0,0.921053,0.2426,1600,100,0.01,0.0,0.03,0.99,0.97,1.0,0.0,1.0,0.99,0.0
C,8.0,0.921053,0.2426,4000,100,0.01,0.0,0.03,0.99,0.97,1.0,0.0,1.0,0.99,0.0
C,8.0,1.126316,0.2871,25,100,0.0,0.0,0.0,0.33,0.24,0.43,0.67,1.0,1.0,0.0
C,8.0,1.126316,0.2871,50,100,0.0,0.0,0.0,0.9,0.84,0.96,0.1,1.0,1.0,0.0
C,8.0,1.126316,0.2871,100,100,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
C,8.0,1.126316,0.2871,200,100,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
C,8.0,1.126316,0.2871,400,100,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
C,8.0,1.126316,0.2871,800,100,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
C,8.0,1.126316,0.2871,1600,100,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
C,8.0,1.126316,0.2871,4000,100,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
C,8.0,1.331579,0.3268,25,100,0.0,0.0,0.0,0.49,0.39,0.59,0.51,1.0,1.0,0.0
C,8.0,1.331579,0.3268,50,100,0.0,0.0,0.0,0.98,0.95,1.0,0.02,1.0,1.0,0.0
C,8.0,1.331579,0.3268,100,100,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
C,8.0,1.331579,0.3268,200,100,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
C,8.0,1.331579,0.3268,400,100,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
C,8.0,1.331579,0.3268,800,100,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
C,8.0,1.331579,0.3268,1600,100,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
C,8.0,1.331579,0.3268,4000,100,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
C,8.0,1.536842,0.3614,25,100,0.0,0.0,0.0,0.6,0.5,0.69,0.4,1.0,1.0,0.0
C,8.0,1.536842,0.3614,50,100,0.0,0.0,0.0,0.99,0.97,1.0,0.01,1.0,1.0,0.0
C,8.0,1.536842,0.3614,100,100,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
C,8.0,1.536842,0.3614,200,100,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
C,8.0,1.536842,0.3614,400,100,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
C,8.0,1.536842,0.3614,800,100,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
C,8.0,1.536842,0.3614,1600,100,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
C,8.0,1.536842,0.3614,4000,100,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
C,8.0,1.742105,0.391,25,100,0.0,0.0,0.0,0.72,0.63,0.81,0.28,1.0,1.0,0.0
C,8.0,1.742105,0.391,50,100,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
C,8.0,1.742105,0.391,100,100,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
C,8.0,1.742105,0.391,200,100,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
C,8.0,1.742105,0.391,400,100,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
C,8.0,1.742105,0.391,800,100,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
C,8.0,1.742105,0.391,1600,100,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
C,8.0,1.742105,0.391,4000,100,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
C,8.0,1.947368,0.4157,25,100,0.0,0.0,0.0,0.8,0.72,0.88,0.2,1.0,1.0,0.0
C,8.0,1.947368,0.4157,50,100,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
C,8.0,1.947368,0.4157,100,100,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
C,8.0,1.947368,0.4157,200,100,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
C,8.0,1.947368,0.4157,400,100,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
C,8.0,1.947368,0.4157,800,100,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
C,8.0,1.947368,0.4157,1600,100,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
C,8.0,1.947368,0.4157,4000,100,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
C,8.0,2.152632,0.436,25,100,0.0,0.0,0.0,0.86,0.79,0.92,0.14,1.0,1.0,0.0
C,8.0,2.152632,0.436,50,100,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
C,8.0,2.152632,0.436,100,100,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
C,8.0,2.152632,0.436,200,100,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
C,8.0,2.152632,0.436,400,100,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
C,8.0,2.152632,0.436,800,100,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
C,8.0,2.152632,0.436,1600,100,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
C,8.0,2.152632,0.436,4000,100,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
C,8.0,2.357895,0.4523,25,100,0.0,0.0,0.0,0.92,0.86,0.97,0.08,1.0,1.0,0.0
C,8.0,2.357895,0.4523,50,100,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
C,8.0,2.357895,0.4523,100,100,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
C,8.0,2.357895,0.4523,200,100,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
C,8.0,2.357895,0.4523,400,100,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
C,8.0,2.357895,0.4523,800,100,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
C,8.0,2.357895,0.4523,1600,100,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
C,8.0,2.357895,0.4523,4000,100,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
C,8.0,2.563158,0.465,25,100,0.0,0.0,0.0,0.94,0.89,0.98,0.06,1.0,1.0,0.0
C,8.0,2.563158,0.465,50,100,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
C,8.0,2.563158,0.465,100,100,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
C,8.0,2.563158,0.465,200,100,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
C,8.0,2.563158,0.465,400,100,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
C,8.0,2.563158,0.465,800,100,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
C,8.0,2.563158,0.465,1600,100,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
C,8.0,2.563158,0.465,4000,100,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
C,8.0,2.768421,0.4749,25,100,0.0,0.0,0.0,0.94,0.89,0.98,0.06,1.0,1.0,0.0
C,8.0,2.768421,0.4749,50,100,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
C,8.0,2.768421,0.4749,100,100,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
C,8.0,2.768421,0.4749,200,100,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
C,8.0,2.768421,0.4749,400,100,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
C,8.0,2.768421,0.4749,800,100,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
C,8.0,2.768421,0.4749,1600,100,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
C,8.0,2.768421,0.4749,4000,100,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
C,8.0,2.973684,0.4823,25,100,0.0,0.0,0.0,0.95,0.9,0.99,0.05,1.0,1.0,0.0
C,8.0,2.973684,0.4823,50,100,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
C,8.0,2.973684,0.4823,100,100,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
C,8.0,2.973684,0.4823,200,100,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
C,8.0,2.973684,0.4823,400,100,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
C,8.0,2.973684,0.4823,800,100,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
C,8.0,2.973684,0.4823,1600,100,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
C,8.0,2.973684,0.4823,4000,100,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
C,8.0,3.178947,0.4877,25,100,0.0,0.0,0.0,0.97,0.93,1.0,0.03,1.0,1.0,0.0
C,8.0,3.178947,0.4877,50,100,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
C,8.0,3.178947,0.4877,100,100,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
C,8.0,3.178947,0.4877,200,100,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
C,8.0,3.178947,0.4877,400,100,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
C,8.0,3.178947,0.4877,800,100,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
C,8.0,3.178947,0.4877,1600,100,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
C,8.0,3.178947,0.4877,4000,100,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
C,8.0,3.384211,0.4916,25,100,0.0,0.0,0.0,0.98,0.95,1.0,0.02,1.0,1.0,0.0
C,8.0,3.384211,0.4916,50,100,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
C,8.0,3.384211,0.4916,100,100,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
C,8.0,3.384211,0.4916,200,100,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
C,8.0,3.384211,0.4916,400,100,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
C,8.0,3.384211,0.4916,800,100,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
C,8.0,3.384211,0.4916,1600,100,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
C,8.0,3.384211,0.4916,4000,100,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
