seed,delta_e,tau_arf
656915034,0.2,160
3284494407,0.2,172
1067328885,0.2,93
2684470948,0.22,132
4091952314,0.22,265
233227757,0.22,916
3276785861,0.22,323
3644269654,0.22,125
1206282609,0.22,105
3543069911,0.22,281
3479688010,0.22,76
877132087,0.22,70
1244265337,0.22,121
2740186692,0.22,218
3884972972,0.22,101
829139639,0.22,127
2545567356,0.22,98
2718398101,0.22,268
176092387,0.22,117
3528048386,0.22,77
569531098,0.22,196
1337295874,0.22,50
612016888,0.22,101
232150720,0.22,182
2324106676,0.22,92
1658700540,0.22,156
609942288,0.22,72
3405943863,0.22,656
2257503667,0.22,221
4018327298,0.22,66
2224437599,0.22,106
168388230,0.22,157
911875363,0.22,78
3699796293,0.22,189
3195154224,0.22,696
3621210587,0.22,19
1945778437,0.22,1028
2384190687,0.22,80
3249086786,0.22,98
439485575,0.22,51
2217192537,0.22,102
3412522237,0.22,74
555567425,0.22,68
3399977417,0.22,126
2903099886,0.22,99
151712926,0.22,167
1207582415,0.22,66
2486821540,0.22,141
1259821421,0.22,107
597594931,0.22,171
2865206418,0.22,94
3003750881,0.22,75
3312495928,0.22,90
3078168926,0.22,185
1005097259,0.22,147
1646080115,0.22,130
2175304393,0.22,129
3907648593,0.22,207
1971688097,0.22,141
268300483,0.22,88
3139098279,0.22,194
3174456534,0.22,264
997026310,0.22,114
4280428995,0.22,142
345698675,0.22,43
2296661869,0.22,12
1808063307,0.22,52
3884888703,0.22,118
2494461129,0.22,96
3862701690,0.22,709
1989052338,0.22,62
2910179760,0.22,115
1983180500,0.22,103
2796940620,0.22,62
2835193311,0.22,99
1671370085,0.22,135
3953588250,0.22,120
358542842,0.22,53
3497188667,0.22,72
253549709,0.22,117
1953331372,0.22,126
890775398,0.22,574
642810498,0.22,152
1233062494,0.22,76
908446902,0.22,112
3109591194,0.22,126
2446198906,0.22,8
3358664237,0.22,102
896344283,0.22,124
1869944201,0.22,105
3190319407,0.22,95
987968938,0.22,70
48960437,0.22,54
2405484524,0.22,70
3763400334,0.22,153
4209925572,0.22,76
4172993659,0.22,119
2147595062,0.22,170
3425188374,0.22,45
3309235867,0.22,99
3869940862,0.22,187
3445858407,0.22,119
683688611,0.22,204
3671515462,0.22,88
3027130951,0.22,50
3369736057,0.22,164
1655287705,0.22,118
3004971955,0.22,309
1256815592,0.22,91
267482411,0.22,114
2210323869,0.22,108
3218958405,0.22,70
3163371865,0.22,92
1394697297,0.22,61
4178031102,0.22,107
643453088,0.22,139
3249835323,0.22,80
349764347,0.22,68
317791015,0.22,79
4067508317,0.22,90
2385507088,0.22,452
1526028037,0.22,107
297824171,0.22,129
1353143832,0.22,246
1739382006,0.22,78
580680804,0.22,89
2823014988,0.22,84
3517474495,0.22,87
1323262800,0.22,164
975802718,0.22,53
2199045525,0.22,95
1193102617,0.22,81
884894373,0.22,161
3411013638,0.22,78
805745625,0.22,71
3780170430,0.22,236
3127142703,0.22,9
2145807442,0.22,622
7356014,0.22,125
1854214563,0.22,394
3246756741,0.22,163
4269520782,0.22,163
3093880402,0.22,103
721312908,0.22,154
2185234596,0.22,222
1811372632,0.22,1
158871473,0.22,83
3933942357,0.22,1
2247311752,0.22,97
2639539135,0.22,131
588020478,0.22,727
2481404281,0.22,87
3605935409,0.22,147
1724216363,0.22,103
3705963873,0.22,4
3077038052,0.22,115
3012538924,0.22,102
339579960,0.22,107
3595527923,0.22,68
863450078,0.22,95
1293846983,0.22,262
297175216,0.22,122
1619853330,0.22,86
1315304267,0.22,245
3174143715,0.22,292
1039824701,0.22,100
721441559,0.22,81
4105799406,0.22,49
1633137197,0.22,284
1521883525,0.22,193
3988848284,0.22,308
2356674901,0.22,98
3622559309,0.22,98
855568988,0.22,84
2610361744,0.22,152
3797455899,0.22,137
3701701166,0.22,99
1820757617,0.22,107
3255375637,0.22,100
1973362254,0.22,135
817567550,0.22,651
3034277235,0.22,196
422340604,0.22,124
2537213971,0.22,186
2777209301,0.22,73
3393578195,0.22,94
968986378,0.22,151
688328363,0.22,31
4152859901,0.22,90
1795468969,0.22,707
2590496957,0.22,122
3299187091,0.22,100
1977285233,0.22,69
2229299064,0.22,310
621973311,0.22,131
3137073118,0.22,77
1722482046,0.22,117
2843863878,0.22,72
3220027874,0.22,100
2854411774,0.22,98
656915034,0.22,111
3284494407,0.22,142
1067328885,0.22,86
2684470948,0.24000000000000002,135
4091952314,0.24000000000000002,111
233227757,0.24000000000000002,218
3276785861,0.24000000000000002,241
3644269654,0.24000000000000002,120
1206282609,0.24000000000000002,97
3543069911,0.24000000000000002,217
3479688010,0.24000000000000002,56
877132087,0.24000000000000002,70
1244265337,0.24000000000000002,121
2740186692,0.24000000000000002,133
3884972972,0.24000000000000002,99
829139639,0.24000000000000002,125
2545567356,0.24000000000000002,80
2718398101,0.24000000000000002,295
176092387,0.24000000000000002,130
3528048386,0.24000000000000002,73
569531098,0.24000000000000002,168
1337295874,0.24000000000000002,50
612016888,0.24000000000000002,101
232150720,0.24000000000000002,130
2324106676,0.24000000000000002,79
1658700540,0.24000000000000002,127
609942288,0.24000000000000002,72
3405943863,0.24000000000000002,65
2257503667,0.24000000000000002,190
4018327298,0.24000000000000002,63
2224437599,0.24000000000000002,66
168388230,0.24000000000000002,157
911875363,0.24000000000000002,72
3699796293,0.24000000000000002,114
3195154224,0.24000000000000002,516
3621210587,0.24000000000000002,19
1945778437,0.24000000000000002,192
2384190687,0.24000000000000002,49
3249086786,0.24000000000000002,94
439485575,0.24000000000000002,51
2217192537,0.24000000000000002,96
3412522237,0.24000000000000002,74
555567425,0.24000000000000002,67
3399977417,0.24000000000000002,104
2903099886,0.24000000000000002,99
151712926,0.24000000000000002,156
1207582415,0.24000000000000002,66
2486821540,0.24000000000000002,141
1259821421,0.24000000000000002,96
597594931,0.24000000000000002,82
2865206418,0.24000000000000002,66
3003750881,0.24000000000000002,63
3312495928,0.24000000000000002,79
3078168926,0.24000000000000002,63
1005097259,0.24000000000000002,133
1646080115,0.24000000000000002,130
2175304393,0.24000000000000002,113
3907648593,0.24000000000000002,198
1971688097,0.24000000000000002,128
268300483,0.24000000000000002,85
3139098279,0.24000000000000002,81
3174456534,0.24000000000000002,147
997026310,0.24000000000000002,114
4280428995,0.24000000000000002,128
345698675,0.24000000000000002,41
2296661869,0.24000000000000002,12
1808063307,0.24000000000000002,51
3884888703,0.24000000000000002,108
2494461129,0.24000000000000002,96
3862701690,0.24000000000000002,187
1989052338,0.24000000000000002,62
2910179760,0.24000000000000002,70
1983180500,0.24000000000000002,42
2796940620,0.24000000000000002,60
2835193311,0.24000000000000002,89
1671370085,0.24000000000000002,125
3953588250,0.24000000000000002,120
358542842,0.24000000000000002,52
3497188667,0.24000000000000002,62
253549709,0.24000000000000002,109
1953331372,0.24000000000000002,88
890775398,0.24000000000000002,593
642810498,0.24000000000000002,111
1233062494,0.24000000000000002,73
908446902,0.24000000000000002,91
3109591194,0.24000000000000002,106
2446198906,0.24000000000000002,8
3358664237,0.24000000000000002,97
896344283,0.24000000000000002,71
1869944201,0.24000000000000002,97
3190319407,0.24000000000000002,92
987968938,0.24000000000000002,62
48960437,0.24000000000000002,54
2405484524,0.24000000000000002,51
3763400334,0.24000000000000002,130
4209925572,0.24000000000000002,63
4172993659,0.24000000000000002,108
2147595062,0.24000000000000002,147
3425188374,0.24000000000000002,45
3309235867,0.24000000000000002,87
3869940862,0.24000000000000002,117
3445858407,0.24000000000000002,76
683688611,0.24000000000000002,155
3671515462,0.24000000000000002,71
3027130951,0.24000000000000002,48
3369736057,0.24000000000000002,139
1655287705,0.24000000000000002,90
3004971955,0.24000000000000002,270
1256815592,0.24000000000000002,83
267482411,0.24000000000000002,95
2210323869,0.24000000000000002,101
3218958405,0.24000000000000002,58
3163371865,0.24000000000000002,67
1394697297,0.24000000000000002,61
4178031102,0.24000000000000002,95
643453088,0.24000000000000002,130
3249835323,0.24000000000000002,38
349764347,0.24000000000000002,68
317791015,0.24000000000000002,78
4067508317,0.24000000000000002,59
2385507088,0.24000000000000002,163
1526028037,0.24000000000000002,89
297824171,0.24000000000000002,126
1353143832,0.24000000000000002,213
1739382006,0.24000000000000002,77
580680804,0.24000000000000002,80
2823014988,0.24000000000000002,89
3517474495,0.24000000000000002,81
1323262800,0.24000000000000002,156
975802718,0.24000000000000002,53
2199045525,0.24000000000000002,54
1193102617,0.24000000000000002,61
884894373,0.24000000000000002,147
3411013638,0.24000000000000002,67
805745625,0.24000000000000002,70
3780170430,0.24000000000000002,281
3127142703,0.24000000000000002,9
2145807442,0.24000000000000002,185
7356014,0.24000000000000002,124
1854214563,0.24000000000000002,66
3246756741,0.24000000000000002,143
4269520782,0.24000000000000002,157
3093880402,0.24000000000000002,93
721312908,0.24000000000000002,150
2185234596,0.24000000000000002,77
1811372632,0.24000000000000002,1
158871473,0.24000000000000002,80
3933942357,0.24000000000000002,1
2247311752,0.24000000000000002,85
2639539135,0.24000000000000002,91
588020478,0.24000000000000002,147
2481404281,0.24000000000000002,73
3605935409,0.24000000000000002,121
1724216363,0.24000000000000002,103
3705963873,0.24000000000000002,4
3077038052,0.24000000000000002,102
3012538924,0.24000000000000002,88
339579960,0.24000000000000002,92
3595527923,0.24000000000000002,68
863450078,0.24000000000000002,82
1293846983,0.24000000000000002,206
297175216,0.24000000000000002,122
1619853330,0.24000000000000002,75
1315304267,0.24000000000000002,243
3174143715,0.24000000000000002,209
1039824701,0.24000000000000002,72
721441559,0.24000000000000002,77
4105799406,0.24000000000000002,49
1633137197,0.24000000000000002,324
1521883525,0.24000000000000002,173
3988848284,0.24000000000000002,97
2356674901,0.24000000000000002,83
3622559309,0.24000000000000002,98
855568988,0.24000000000000002,84
2610361744,0.24000000000000002,223
3797455899,0.24000000000000002,137
3701701166,0.24000000000000002,86
1820757617,0.24000000000000002,68
3255375637,0.24000000000000002,82
1973362254,0.24000000000000002,103
817567550,0.24000000000000002,433
3034277235,0.24000000000000002,117
422340604,0.24000000000000002,85
2537213971,0.24000000000000002,168
2777209301,0.24000000000000002,73
3393578195,0.24000000000000002,38
968986378,0.24000000000000002,115
688328363,0.24000000000000002,30
4152859901,0.24000000000000002,87
1795468969,0.24000000000000002,202
2590496957,0.24000000000000002,122
3299187091,0.24000000000000002,92
1977285233,0.24000000000000002,54
2229299064,0.24000000000000002,201
621973311,0.24000000000000002,131
3137073118,0.24000000000000002,51
1722482046,0.24000000000000002,118
2843863878,0.24000000000000002,65
3220027874,0.24000000000000002,99
2854411774,0.24000000000000002,101
656915034,0.24000000000000002,105
3284494407,0.24000000000000002,128
1067328885,0.24000000000000002,86
2684470948,0.26,135
4091952314,0.26,63
233227757,0.26,118
3276785861,0.26,242
3644269654,0.26,104
1206282609,0.26,84
3543069911,0.26,113
3479688010,0.26,49
877132087,0.26,60
1244265337,0.26,88
2740186692,0.26,133
3884972972,0.26,99
829139639,0.26,100
2545567356,0.26,77
2718398101,0.26,328
176092387,0.26,122
3528048386,0.26,59
569531098,0.26,138
1337295874,0.26,50
612016888,0.26,84
232150720,0.26,127
2324106676,0.26,79
1658700540,0.26,118
609942288,0.26,57
3405943863,0.26,57
2257503667,0.26,158
4018327298,0.26,53
2224437599,0.26,66
168388230,0.26,117
911875363,0.26,66
3699796293,0.26,107
3195154224,0.26,611
3621210587,0.26,19
1945778437,0.26,139
2384190687,0.26,31
3249086786,0.26,94
439485575,0.26,51
2217192537,0.26,51
3412522237,0.26,74
555567425,0.26,67
3399977417,0.26,88
2903099886,0.26,99
151712926,0.26,146
1207582415,0.26,49
2486821540,0.26,137
1259821421,0.26,87
597594931,0.26,82
2865206418,0.26,66
3003750881,0.26,57
3312495928,0.26,79
3078168926,0.26,63
1005097259,0.26,121
1646080115,0.26,128
2175304393,0.26,106
3907648593,0.26,157
1971688097,0.26,109
268300483,0.26,81
3139098279,0.26,84
3174456534,0.26,119
997026310,0.26,105
4280428995,0.26,119
345698675,0.26,41
2296661869,0.26,67
1808063307,0.26,51
3884888703,0.26,86
2494461129,0.26,82
3862701690,0.26,129
1989052338,0.26,62
2910179760,0.26,67
1983180500,0.26,39
2796940620,0.26,58
2835193311,0.26,46
1671370085,0.26,121
3953588250,0.26,101
358542842,0.26,52
3497188667,0.26,52
253549709,0.26,100
1953331372,0.26,87
890775398,0.26,218
642810498,0.26,111
1233062494,0.26,58
908446902,0.26,52
3109591194,0.26,64
2446198906,0.26,8
3358664237,0.26,97
896344283,0.26,70
1869944201,0.26,90
3190319407,0.26,91
987968938,0.26,58
48960437,0.26,43
2405484524,0.26,67
3763400334,0.26,117
4209925572,0.26,61
4172993659,0.26,87
2147595062,0.26,139
3425188374,0.26,44
3309235867,0.26,86
3869940862,0.26,105
3445858407,0.26,76
683688611,0.26,153
3671515462,0.26,59
3027130951,0.26,48
3369736057,0.26,133
1655287705,0.26,90
3004971955,0.26,126
1256815592,0.26,68
267482411,0.26,90
2210323869,0.26,86
3218958405,0.26,56
3163371865,0.26,53
1394697297,0.26,61
4178031102,0.26,67
643453088,0.26,114
3249835323,0.26,37
349764347,0.26,67
317791015,0.26,74
4067508317,0.26,59
2385507088,0.26,135
1526028037,0.26,90
297824171,0.26,86
1353143832,0.26,172
1739382006,0.26,70
580680804,0.26,70
2823014988,0.26,80
3517474495,0.26,69
1323262800,0.26,153
975802718,0.26,51
2199045525,0.26,52
1193102617,0.26,53
884894373,0.26,124
3411013638,0.26,60
805745625,0.26,51
3780170430,0.26,323
3127142703,0.26,9
2145807442,0.26,149
7356014,0.26,103
1854214563,0.26,66
3246756741,0.26,141
4269520782,0.26,163
3093880402,0.26,90
721312908,0.26,147
2185234596,0.26,76
1811372632,0.26,1
158871473,0.26,58
3933942357,0.26,1
2247311752,0.26,84
2639539135,0.26,91
588020478,0.26,139
2481404281,0.26,55
3605935409,0.26,86
1724216363,0.26,103
3705963873,0.26,4
3077038052,0.26,76
3012538924,0.26,73
339579960,0.26,92
3595527923,0.26,67
863450078,0.26,81
1293846983,0.26,177
297175216,0.26,93
1619853330,0.26,79
1315304267,0.26,120
3174143715,0.26,153
1039824701,0.26,72
721441559,0.26,75
4105799406,0.26,47
1633137197,0.26,358
1521883525,0.26,162
3988848284,0.26,97
2356674901,0.26,83
3622559309,0.26,89
855568988,0.26,80
2610361744,0.26,107
3797455899,0.26,136
3701701166,0.26,80
1820757617,0.26,64
3255375637,0.26,64
1973362254,0.26,86
817567550,0.26,169
3034277235,0.26,111
422340604,0.26,76
2537213971,0.26,149
2777209301,0.26,73
3393578195,0.26,38
968986378,0.26,108
688328363,0.26,30
4152859901,0.26,67
1795468969,0.26,231
2590496957,0.26,102
3299187091,0.26,90
1977285233,0.26,51
2229299064,0.26,174
621973311,0.26,158
3137073118,0.26,51
1722482046,0.26,94
2843863878,0.26,57
3220027874,0.26,72
2854411774,0.26,72
656915034,0.26,104
3284494407,0.26,97
1067328885,0.26,67
2684470948,0.28,90
4091952314,0.28,63
233227757,0.28,100
3276785861,0.28,231
3644269654,0.28,67
1206282609,0.28,64
3543069911,0.28,113
3479688010,0.28,49
877132087,0.28,50
1244265337,0.28,88
2740186692,0.28,100
3884972972,0.28,98
829139639,0.28,51
2545567356,0.28,60
2718398101,0.28,209
176092387,0.28,122
3528048386,0.28,58
569531098,0.28,82
1337295874,0.28,50
612016888,0.28,73
232150720,0.28,91
2324106676,0.28,79
1658700540,0.28,77
609942288,0.28,56
3405943863,0.28,47
2257503667,0.28,109
4018327298,0.28,53
2224437599,0.28,65
168388230,0.28,92
911875363,0.28,63
3699796293,0.28,107
3195154224,0.28,489
3621210587,0.28,19
1945778437,0.28,60
2384190687,0.28,31
3249086786,0.28,82
439485575,0.28,45
2217192537,0.28,51
3412522237,0.28,59
555567425,0.28,67
3399977417,0.28,71
2903099886,0.28,79
151712926,0.28,132
1207582415,0.28,48
2486821540,0.28,120
1259821421,0.28,70
597594931,0.28,55
2865206418,0.28,65
3003750881,0.28,57
3312495928,0.28,38
3078168926,0.28,63
1005097259,0.28,121
1646080115,0.28,72
2175304393,0.28,64
3907648593,0.28,120
1971688097,0.28,70
268300483,0.28,69
3139098279,0.28,79
3174456534,0.28,115
997026310,0.28,98
4280428995,0.28,90
345698675,0.28,40
2296661869,0.28,67
1808063307,0.28,50
3884888703,0.28,85
2494461129,0.28,62
3862701690,0.28,108
1989052338,0.28,62
2910179760,0.28,53
1983180500,0.28,38
2796940620,0.28,52
2835193311,0.28,39
1671370085,0.28,77
3953588250,0.28,101
358542842,0.28,52
3497188667,0.28,51
253549709,0.28,102
1953331372,0.28,83
890775398,0.28,183
642810498,0.28,94
1233062494,0.28,58
908446902,0.28,49
3109591194,0.28,98
2446198906,0.28,8
3358664237,0.28,76
896344283,0.28,65
1869944201,0.28,90
3190319407,0.28,83
987968938,0.28,49
48960437,0.28,43
2405484524,0.28,46
3763400334,0.28,99
4209925572,0.28,47
4172993659,0.28,87
2147595062,0.28,135
3425188374,0.28,44
3309235867,0.28,70
3869940862,0.28,93
3445858407,0.28,76
683688611,0.28,116
3671515462,0.28,59
3027130951,0.28,48
3369736057,0.28,133
1655287705,0.28,88
3004971955,0.28,117
1256815592,0.28,66
267482411,0.28,90
2210323869,0.28,83
3218958405,0.28,56
3163371865,0.28,53
1394697297,0.28,61
4178031102,0.28,52
643453088,0.28,111
3249835323,0.28,29
349764347,0.28,59
317791015,0.28,66
4067508317,0.28,59
2385507088,0.28,86
1526028037,0.28,88
297824171,0.28,78
1353143832,0.28,112
1739382006,0.28,62
580680804,0.28,70
2823014988,0.28,64
3517474495,0.28,53
1323262800,0.28,69
975802718,0.28,47
2199045525,0.28,52
1193102617,0.28,53
884894373,0.28,110
3411013638,0.28,54
805745625,0.28,51
3780170430,0.28,174
3127142703,0.28,9
2145807442,0.28,149
7356014,0.28,92
1854214563,0.28,125
3246756741,0.28,163
4269520782,0.28,105
3093880402,0.28,76
721312908,0.28,125
2185234596,0.28,60
1811372632,0.28,1
158871473,0.28,58
3933942357,0.28,1
2247311752,0.28,69
2639539135,0.28,87
588020478,0.28,105
2481404281,0.28,46
3605935409,0.28,66
1724216363,0.28,102
3705963873,0.28,4
3077038052,0.28,72
3012538924,0.28,60
339579960,0.28,101
3595527923,0.28,63
863450078,0.28,73
1293846983,0.28,117
297175216,0.28,71
1619853330,0.28,57
1315304267,0.28,108
3174143715,0.28,79
1039824701,0.28,72
721441559,0.28,74
4105799406,0.28,38
1633137197,0.28,297
1521883525,0.28,145
3988848284,0.28,59
2356674901,0.28,66
3622559309,0.28,89
855568988,0.28,76
2610361744,0.28,107
3797455899,0.28,127
3701701166,0.28,76
1820757617,0.28,64
3255375637,0.28,64
1973362254,0.28,50
817567550,0.28,157
3034277235,0.28,91
422340604,0.28,69
2537213971,0.28,96
2777209301,0.28,63
3393578195,0.28,38
968986378,0.28,73
688328363,0.28,30
4152859901,0.28,66
1795468969,0.28,136
2590496957,0.28,97
3299187091,0.28,70
1977285233,0.28,50
2229299064,0.28,172
621973311,0.28,122
3137073118,0.28,48
1722482046,0.28,93
2843863878,0.28,57
3220027874,0.28,52
2854411774,0.28,57
656915034,0.28,90
3284494407,0.28,105
1067328885,0.28,67
2684470948,0.30000000000000004,64
4091952314,0.30000000000000004,53
233227757,0.30000000000000004,100
3276785861,0.30000000000000004,208
3644269654,0.30000000000000004,64
1206282609,0.30000000000000004,62
3543069911,0.30000000000000004,96
3479688010,0.30000000000000004,42
877132087,0.30000000000000004,49
1244265337,0.30000000000000004,86
2740186692,0.30000000000000004,100
3884972972,0.30000000000000004,92
829139639,0.30000000000000004,49
2545567356,0.30000000000000004,42
2718398101,0.30000000000000004,199
176092387,0.30000000000000004,104
3528048386,0.30000000000000004,54
569531098,0.30000000000000004,72
1337295874,0.30000000000000004,50
612016888,0.30000000000000004,72
232150720,0.30000000000000004,71
2324106676,0.30000000000000004,89
1658700540,0.30000000000000004,69
609942288,0.30000000000000004,56
3405943863,0.30000000000000004,47
2257503667,0.30000000000000004,103
4018327298,0.30000000000000004,53
2224437599,0.30000000000000004,50
168388230,0.30000000000000004,89
911875363,0.30000000000000004,61
3699796293,0.30000000000000004,93
3195154224,0.30000000000000004,360
3621210587,0.30000000000000004,19
1945778437,0.30000000000000004,59
2384190687,0.30000000000000004,26
3249086786,0.30000000000000004,51
439485575,0.30000000000000004,44
2217192537,0.30000000000000004,48
3412522237,0.30000000000000004,43
555567425,0.30000000000000004,48
3399977417,0.30000000000000004,71
2903099886,0.30000000000000004,79
151712926,0.30000000000000004,82
1207582415,0.30000000000000004,47
2486821540,0.30000000000000004,90
1259821421,0.30000000000000004,70
597594931,0.30000000000000004,46
2865206418,0.30000000000000004,64
3003750881,0.30000000000000004,54
3312495928,0.30000000000000004,38
3078168926,0.30000000000000004,59
1005097259,0.30000000000000004,66
1646080115,0.30000000000000004,57
2175304393,0.30000000000000004,62
3907648593,0.30000000000000004,92
1971688097,0.30000000000000004,66
268300483,0.30000000000000004,69
3139098279,0.30000000000000004,59
3174456534,0.30000000000000004,75
997026310,0.30000000000000004,92
4280428995,0.30000000000000004,90
345698675,0.30000000000000004,34
2296661869,0.30000000000000004,56
1808063307,0.30000000000000004,42
3884888703,0.30000000000000004,78
2494461129,0.30000000000000004,56
3862701690,0.30000000000000004,99
1989052338,0.30000000000000004,53
2910179760,0.30000000000000004,53
1983180500,0.30000000000000004,38
2796940620,0.30000000000000004,52
2835193311,0.30000000000000004,39
1671370085,0.30000000000000004,72
3953588250,0.30000000000000004,76
358542842,0.30000000000000004,47
3497188667,0.30000000000000004,51
253549709,0.30000000000000004,89
1953331372,0.30000000000000004,63
890775398,0.30000000000000004,182
642810498,0.30000000000000004,87
1233062494,0.30000000000000004,55
908446902,0.30000000000000004,44
3109591194,0.30000000000000004,62
2446198906,0.30000000000000004,8
3358664237,0.30000000000000004,76
896344283,0.30000000000000004,58
1869944201,0.30000000000000004,60
3190319407,0.30000000000000004,66
987968938,0.30000000000000004,31
48960437,0.30000000000000004,42
2405484524,0.30000000000000004,42
3763400334,0.30000000000000004,98
4209925572,0.30000000000000004,38
4172993659,0.30000000000000004,69
2147595062,0.30000000000000004,70
3425188374,0.30000000000000004,40
3309235867,0.30000000000000004,69
3869940862,0.30000000000000004,93
3445858407,0.30000000000000004,70
683688611,0.30000000000000004,102
3671515462,0.30000000000000004,62
3027130951,0.30000000000000004,48
3369736057,0.30000000000000004,109
1655287705,0.30000000000000004,72
3004971955,0.30000000000000004,103
1256815592,0.30000000000000004,76
267482411,0.30000000000000004,79
2210323869,0.30000000000000004,78
3218958405,0.30000000000000004,51
3163371865,0.30000000000000004,47
1394697297,0.30000000000000004,61
4178031102,0.30000000000000004,52
643453088,0.30000000000000004,56
3249835323,0.30000000000000004,29
349764347,0.30000000000000004,48
317791015,0.30000000000000004,66
4067508317,0.30000000000000004,52
2385507088,0.30000000000000004,68
1526028037,0.30000000000000004,86
297824171,0.30000000000000004,77
1353143832,0.30000000000000004,108
1739382006,0.30000000000000004,56
580680804,0.30000000000000004,60
2823014988,0.30000000000000004,62
3517474495,0.30000000000000004,49
1323262800,0.30000000000000004,69
975802718,0.30000000000000004,47
2199045525,0.30000000000000004,47
1193102617,0.30000000000000004,43
884894373,0.30000000000000004,93
3411013638,0.30000000000000004,46
805745625,0.30000000000000004,51
3780170430,0.30000000000000004,202
3127142703,0.30000000000000004,9
2145807442,0.30000000000000004,102
7356014,0.30000000000000004,78
1854214563,0.30000000000000004,104
3246756741,0.30000000000000004,128
4269520782,0.30000000000000004,73
3093880402,0.30000000000000004,91
721312908,0.30000000000000004,122
2185234596,0.30000000000000004,47
1811372632,0.30000000000000004,1
158871473,0.30000000000000004,56
3933942357,0.30000000000000004,1
2247311752,0.30000000000000004,69
2639539135,0.30000000000000004,87
588020478,0.30000000000000004,68
2481404281,0.30000000000000004,46
3605935409,0.30000000000000004,66
1724216363,0.30000000000000004,95
3705963873,0.30000000000000004,4
3077038052,0.30000000000000004,66
3012538924,0.30000000000000004,60
339579960,0.30000000000000004,66
3595527923,0.30000000000000004,40
863450078,0.30000000000000004,62
1293846983,0.30000000000000004,108
297175216,0.30000000000000004,71
1619853330,0.30000000000000004,48
1315304267,0.30000000000000004,82
3174143715,0.30000000000000004,46
1039824701,0.30000000000000004,70
721441559,0.30000000000000004,74
4105799406,0.30000000000000004,35
1633137197,0.30000000000000004,297
1521883525,0.30000000000000004,78
3988848284,0.30000000000000004,50
2356674901,0.30000000000000004,46
3622559309,0.30000000000000004,79
855568988,0.30000000000000004,76
2610361744,0.30000000000000004,97
3797455899,0.30000000000000004,110
3701701166,0.30000000000000004,75
1820757617,0.30000000000000004,49
3255375637,0.30000000000000004,64
1973362254,0.30000000000000004,42
817567550,0.30000000000000004,101
3034277235,0.30000000000000004,89
422340604,0.30000000000000004,55
2537213971,0.30000000000000004,79
2777209301,0.30000000000000004,59
3393578195,0.30000000000000004,38
968986378,0.30000000000000004,59
688328363,0.30000000000000004,30
4152859901,0.30000000000000004,58
1795468969,0.30000000000000004,91
2590496957,0.30000000000000004,95
3299187091,0.30000000000000004,66
1977285233,0.30000000000000004,49
2229299064,0.30000000000000004,157
621973311,0.30000000000000004,115
3137073118,0.30000000000000004,48
1722482046,0.30000000000000004,85
2843863878,0.30000000000000004,54
3220027874,0.30000000000000004,52
2854411774,0.30000000000000004,57
656915034,0.30000000000000004,57
3284494407,0.30000000000000004,98
1067328885,0.30000000000000004,67
2684470948,0.32,48
4091952314,0.32,48
233227757,0.32,75
3276785861,0.32,117
3644269654,0.32,64
1206282609,0.32,54
3543069911,0.32,83
3479688010,0.32,42
877132087,0.32,49
1244265337,0.32,83
2740186692,0.32,100
3884972972,0.32,90
829139639,0.32,49
2545567356,0.32,34
2718398101,0.32,113
176092387,0.32,80
3528048386,0.32,48
569531098,0.32,62
1337295874,0.32,50
612016888,0.32,51
232150720,0.32,91
2324106676,0.32,89
1658700540,0.32,68
609942288,0.32,54
3405943863,0.32,34
2257503667,0.32,80
4018327298,0.32,53
2224437599,0.32,50
168388230,0.32,82
911875363,0.32,59
3699796293,0.32,92
3195154224,0.32,482
3621210587,0.32,76
1945778437,0.32,59
2384190687,0.32,26
3249086786,0.32,44
439485575,0.32,42
2217192537,0.32,48
3412522237,0.32,43
555567425,0.32,48
3399977417,0.32,67
2903099886,0.32,79
151712926,0.32,74
1207582415,0.32,44
2486821540,0.32,83
1259821421,0.32,67
597594931,0.32,46
2865206418,0.32,54
3003750881,0.32,54
3312495928,0.32,30
3078168926,0.32,59
1005097259,0.32,63
1646080115,0.32,56
2175304393,0.32,57
3907648593,0.32,89
1971688097,0.32,66
268300483,0.32,55
3139098279,0.32,59
3174456534,0.32,75
997026310,0.32,80
4280428995,0.32,55
345698675,0.32,34
2296661869,0.32,52
1808063307,0.32,42
3884888703,0.32,78
2494461129,0.32,54
3862701690,0.32,90
1989052338,0.32,53
2910179760,0.32,36
1983180500,0.32,33
2796940620,0.32,52
2835193311,0.32,29
1671370085,0.32,72
3953588250,0.32,56
358542842,0.32,43
3497188667,0.32,42
253549709,0.32,89
1953331372,0.32,77
890775398,0.32,84
642810498,0.32,44
1233062494,0.32,54
908446902,0.32,44
3109591194,0.32,49
2446198906,0.32,8
3358664237,0.32,74
896344283,0.32,41
1869944201,0.32,60
3190319407,0.32,53
987968938,0.32,31
48960437,0.32,40
2405484524,0.32,41
3763400334,0.32,54
4209925572,0.32,37
4172993659,0.32,59
2147595062,0.32,69
3425188374,0.32,40
3309235867,0.32,64
3869940862,0.32,40
3445858407,0.32,51
683688611,0.32,102
3671515462,0.32,61
3027130951,0.32,48
3369736057,0.32,96
1655287705,0.32,72
3004971955,0.32,91
1256815592,0.32,57
267482411,0.32,75
2210323869,0.32,62
3218958405,0.32,50
3163371865,0.32,47
1394697297,0.32,50
